Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_tonne_per_hr_z1
,,,,,,,748,50
,,,,,,,749,50
,,,,,,,750,50
,,,,,,,751,50
,,,,,,,752,50
,,,,,,,753,50
,,,,,,,754,50
,,,,,,,755,50
,,,,,,,756,50
,,,,,,,757,50
,,,,,,,758,50
,,,,,,,759,50
,,,,,,,760,50
,,,,,,,761,50
,,,,,,,762,50
,,,,,,,763,50
,,,,,,,764,50
,,,,,,,765,50
,,,,,,,766,50
,,,,,,,767,50
,,,,,,,768,50
,,,,,,,769,50
,,,,,,,770,50
,,,,,,,771,50
,,,,,,,772,50
,,,,,,,773,50
,,,,,,,774,50
,,,,,,,775,50
,,,,,,,776,50
,,,,,,,777,50
,,,,,,,778,50
,,,,,,,779,50
,,,,,,,780,50
,,,,,,,781,50
,,,,,,,782,50
,,,,,,,783,50
,,,,,,,784,50
,,,,,,,785,50
,,,,,,,786,50
,,,,,,,787,50
,,,,,,,788,50
,,,,,,,789,50
,,,,,,,790,50
,,,,,,,791,50
,,,,,,,792,50
,,,,,,,793,50
,,,,,,,794,50
,,,,,,,795,50
,,,,,,,796,50
,,,,,,,797,50
,,,,,,,798,50
,,,,,,,799,50
,,,,,,,800,50
,,,,,,,801,50
,,,,,,,802,50
,,,,,,,803,50
,,,,,,,804,50
,,,,,,,805,50
,,,,,,,806,50
,,,,,,,807,50
,,,,,,,808,50
,,,,,,,809,50
,,,,,,,810,50
,,,,,,,811,50
,,,,,,,812,50
,,,,,,,813,50
,,,,,,,814,50
,,,,,,,815,50
,,,,,,,816,50
,,,,,,,817,50
,,,,,,,818,50
,,,,,,,819,50
,,,,,,,820,50
,,,,,,,821,50
,,,,,,,822,50
,,,,,,,823,50
,,,,,,,824,50
,,,,,,,825,50
,,,,,,,826,50
,,,,,,,827,50
,,,,,,,828,50
,,,,,,,829,50
,,,,,,,830,50
,,,,,,,831,50
,,,,,,,832,50
,,,,,,,833,50
,,,,,,,834,50
,,,,,,,835,50
,,,,,,,836,50
,,,,,,,837,50
,,,,,,,838,50
,,,,,,,839,50
,,,,,,,840,50
,,,,,,,841,50
,,,,,,,842,50
,,,,,,,843,50
,,,,,,,844,50
,,,,,,,845,50
,,,,,,,846,50
,,,,,,,847,50
,,,,,,,848,50
,,,,,,,849,50
,,,,,,,850,50
,,,,,,,851,50
,,,,,,,852,50
,,,,,,,853,50
,,,,,,,854,50
,,,,,,,855,50
,,,,,,,856,50
,,,,,,,857,50
,,,,,,,858,50
,,,,,,,859,50
,,,,,,,860,50
,,,,,,,861,50
,,,,,,,862,50
,,,,,,,863,50
,,,,,,,864,50
,,,,,,,865,50
,,,,,,,866,50
,,,,,,,867,50
,,,,,,,868,50
,,,,,,,869,50
,,,,,,,870,50
,,,,,,,871,50
,,,,,,,872,50
,,,,,,,873,50
,,,,,,,874,50
,,,,,,,875,50
,,,,,,,876,50
,,,,,,,877,50
,,,,,,,878,50
,,,,,,,879,50
,,,,,,,880,50
,,,,,,,881,50
,,,,,,,882,50
,,,,,,,883,50
,,,,,,,884,50
,,,,,,,885,50
,,,,,,,886,50
,,,,,,,887,50
,,,,,,,888,50
,,,,,,,889,50
,,,,,,,890,50
,,,,,,,891,50
,,,,,,,892,50
,,,,,,,893,50
,,,,,,,894,50
,,,,,,,895,50
,,,,,,,896,50
,,,,,,,897,50
,,,,,,,898,50
,,,,,,,899,50
,,,,,,,900,50
,,,,,,,901,50
,,,,,,,902,50
,,,,,,,903,50
,,,,,,,904,50
,,,,,,,905,50
,,,,,,,906,50
,,,,,,,907,50
,,,,,,,908,50
,,,,,,,909,50
,,,,,,,910,50
,,,,,,,911,50
,,,,,,,912,50
,,,,,,,913,50
,,,,,,,914,50
,,,,,,,915,50
,,,,,,,916,50
,,,,,,,917,50
,,,,,,,918,50
,,,,,,,919,50
,,,,,,,920,50
,,,,,,,921,50
,,,,,,,922,50
,,,,,,,923,50
,,,,,,,924,50
,,,,,,,925,50
,,,,,,,926,50
,,,,,,,927,50
,,,,,,,928,50
,,,,,,,929,50
,,,,,,,930,50
,,,,,,,931,50
,,,,,,,932,50
,,,,,,,933,50
,,,,,,,934,50
,,,,,,,935,50
,,,,,,,936,50
,,,,,,,937,50
,,,,,,,938,50
,,,,,,,939,50
,,,,,,,940,50
,,,,,,,941,50
,,,,,,,942,50
,,,,,,,943,50
,,,,,,,944,50
,,,,,,,945,50
,,,,,,,946,50
,,,,,,,947,50
,,,,,,,948,50
,,,,,,,949,50
,,,,,,,950,50
,,,,,,,951,50
,,,,,,,952,50
,,,,,,,953,50
,,,,,,,954,50
,,,,,,,955,50
,,,,,,,956,50
,,,,,,,957,50
,,,,,,,958,50
,,,,,,,959,50
,,,,,,,960,50
,,,,,,,961,50
,,,,,,,962,50
,,,,,,,963,50
,,,,,,,964,50
,,,,,,,965,50
,,,,,,,966,50
,,,,,,,967,50
,,,,,,,968,50
,,,,,,,969,50
,,,,,,,970,50
,,,,,,,971,50
,,,,,,,972,50
,,,,,,,973,50
,,,,,,,974,50
,,,,,,,975,50
,,,,,,,976,50
,,,,,,,977,50
,,,,,,,978,50
,,,,,,,979,50
,,,,,,,980,50
,,,,,,,981,50
,,,,,,,982,50
,,,,,,,983,50
,,,,,,,984,50
,,,,,,,985,50
,,,,,,,986,50
,,,,,,,987,50
,,,,,,,988,50
,,,,,,,989,50
,,,,,,,990,50
,,,,,,,991,50
,,,,,,,992,50
,,,,,,,993,50
,,,,,,,994,50
,,,,,,,995,50
,,,,,,,996,50
,,,,,,,997,50
,,,,,,,998,50
,,,,,,,999,50
,,,,,,,1000,50
,,,,,,,1001,50
,,,,,,,1002,50
,,,,,,,1003,50
,,,,,,,1004,50
,,,,,,,1005,50
,,,,,,,1006,50
,,,,,,,1007,50
,,,,,,,1008,50
,,,,,,,1009,50
,,,,,,,1010,50
,,,,,,,1011,50
,,,,,,,1012,50
,,,,,,,1013,50
,,,,,,,1014,50
,,,,,,,1015,50
,,,,,,,1016,50
,,,,,,,1017,50
,,,,,,,1018,50
,,,,,,,1019,50
,,,,,,,1020,50
,,,,,,,1021,50
,,,,,,,1022,50
,,,,,,,1023,50
,,,,,,,1024,50
,,,,,,,1025,50
,,,,,,,1026,50
,,,,,,,1027,50
,,,,,,,1028,50
,,,,,,,1029,50
,,,,,,,1030,50
,,,,,,,1031,50
,,,,,,,1032,50
,,,,,,,1033,50
,,,,,,,1034,50
,,,,,,,1035,50
,,,,,,,1036,50
,,,,,,,1037,50
,,,,,,,1038,50
,,,,,,,1039,50
,,,,,,,1040,50
,,,,,,,1041,50
,,,,,,,1042,50
,,,,,,,1043,50
,,,,,,,1044,50
,,,,,,,1045,50
,,,,,,,1046,50
,,,,,,,1047,50
,,,,,,,1048,50
,,,,,,,1049,50
,,,,,,,1050,50
,,,,,,,1051,50
,,,,,,,1052,50
,,,,,,,1053,50
,,,,,,,1054,50
,,,,,,,1055,50
,,,,,,,1056,50
,,,,,,,1057,50
,,,,,,,1058,50
,,,,,,,1059,50
,,,,,,,1060,50
,,,,,,,1061,50
,,,,,,,1062,50
,,,,,,,1063,50
,,,,,,,1064,50
,,,,,,,1065,50
,,,,,,,1066,50
,,,,,,,1067,50
,,,,,,,1068,50
,,,,,,,1069,50
,,,,,,,1070,50
,,,,,,,1071,50
,,,,,,,1072,50
,,,,,,,1073,50
,,,,,,,1074,50
,,,,,,,1075,50
,,,,,,,1076,50
,,,,,,,1077,50
,,,,,,,1078,50
,,,,,,,1079,50
,,,,,,,1080,50
,,,,,,,1081,50
,,,,,,,1082,50
,,,,,,,1083,50
,,,,,,,1084,50
,,,,,,,1085,50
,,,,,,,1086,50
,,,,,,,1087,50
,,,,,,,1088,50
,,,,,,,1089,50
,,,,,,,1090,50
,,,,,,,1091,50
,,,,,,,1092,50
,,,,,,,1093,50
,,,,,,,1094,50
,,,,,,,1095,50
,,,,,,,1096,50
,,,,,,,1097,50
,,,,,,,1098,50
,,,,,,,1099,50
,,,,,,,1100,50
,,,,,,,1101,50
,,,,,,,1102,50
,,,,,,,1103,50
,,,,,,,1104,50
,,,,,,,1105,50
,,,,,,,1106,50
,,,,,,,1107,50
,,,,,,,1108,50
,,,,,,,1109,50
,,,,,,,1110,50
,,,,,,,1111,50
,,,,,,,1112,50
,,,,,,,1113,50
,,,,,,,1114,50
,,,,,,,1115,50
,,,,,,,1116,50
,,,,,,,1117,50
,,,,,,,1118,50
,,,,,,,1119,50
,,,,,,,1120,50
,,,,,,,1121,50
,,,,,,,1122,50
,,,,,,,1123,50
,,,,,,,1124,50
,,,,,,,1125,50
,,,,,,,1126,50
,,,,,,,1127,50
,,,,,,,1128,50
,,,,,,,1129,50
,,,,,,,1130,50
,,,,,,,1131,50
,,,,,,,1132,50
,,,,,,,1133,50
,,,,,,,1134,50
,,,,,,,1135,50
,,,,,,,1136,50
,,,,,,,1137,50
,,,,,,,1138,50
,,,,,,,1139,50
,,,,,,,1140,50
,,,,,,,1141,50
,,,,,,,1142,50
,,,,,,,1143,50
,,,,,,,1144,50
,,,,,,,1145,50
,,,,,,,1146,50
,,,,,,,1147,50
,,,,,,,1148,50
,,,,,,,1149,50
,,,,,,,1150,50
,,,,,,,1151,50
,,,,,,,1152,50
,,,,,,,1153,50
,,,,,,,1154,50
,,,,,,,1155,50
,,,,,,,1156,50
,,,,,,,1157,50
,,,,,,,1158,50
,,,,,,,1159,50
,,,,,,,1160,50
,,,,,,,1161,50
,,,,,,,1162,50
,,,,,,,1163,50
,,,,,,,1164,50
,,,,,,,1165,50
,,,,,,,1166,50
,,,,,,,1167,50
,,,,,,,1168,50
,,,,,,,1169,50
,,,,,,,1170,50
,,,,,,,1171,50
,,,,,,,1172,50
,,,,,,,1173,50
,,,,,,,1174,50
,,,,,,,1175,50
,,,,,,,1176,50
,,,,,,,1177,50
,,,,,,,1178,50
,,,,,,,1179,50
,,,,,,,1180,50
,,,,,,,1181,50
,,,,,,,1182,50
,,,,,,,1183,50
,,,,,,,1184,50
,,,,,,,1185,50
,,,,,,,1186,50
,,,,,,,1187,50
,,,,,,,1188,50
,,,,,,,1189,50
,,,,,,,1190,50
,,,,,,,1191,50
,,,,,,,1192,50
,,,,,,,1193,50
,,,,,,,1194,50
,,,,,,,1195,50
,,,,,,,1196,50
,,,,,,,1197,50
,,,,,,,1198,50
,,,,,,,1199,50
,,,,,,,1200,50
,,,,,,,1201,50
,,,,,,,1202,50
,,,,,,,1203,50
,,,,,,,1204,50
,,,,,,,1205,50
,,,,,,,1206,50
,,,,,,,1207,50
,,,,,,,1208,50
,,,,,,,1209,50
,,,,,,,1210,50
,,,,,,,1211,50
,,,,,,,1212,50
,,,,,,,1213,50
,,,,,,,1214,50
,,,,,,,1215,50
,,,,,,,1216,50
,,,,,,,1217,50
,,,,,,,1218,50
,,,,,,,1219,50
,,,,,,,1220,50
,,,,,,,1221,50
,,,,,,,1222,50
,,,,,,,1223,50
,,,,,,,1224,50
,,,,,,,1225,50
,,,,,,,1226,50
,,,,,,,1227,50
,,,,,,,1228,50
,,,,,,,1229,50
,,,,,,,1230,50
,,,,,,,1231,50
