Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
,,,,,,,312,0.01
,,,,,,,313,0.01
,,,,,,,314,0.01
,,,,,,,315,0.01
,,,,,,,316,0.01
,,,,,,,317,0.01
,,,,,,,318,0.01
,,,,,,,319,0.01
,,,,,,,320,0.01
,,,,,,,321,0.01
,,,,,,,322,0.01
,,,,,,,323,0.01
,,,,,,,324,0.01
,,,,,,,325,0.01
,,,,,,,326,0.01
,,,,,,,327,0.01
,,,,,,,328,0.01
,,,,,,,329,0.01
,,,,,,,330,0.01
,,,,,,,331,0.01
,,,,,,,332,0.01
,,,,,,,333,0.01
,,,,,,,334,0.01
,,,,,,,335,0.01
,,,,,,,336,0.01
,,,,,,,337,0.01
,,,,,,,338,0.01
,,,,,,,339,0.01
,,,,,,,340,0.01
,,,,,,,341,0.01
,,,,,,,342,0.01
,,,,,,,343,0.01
,,,,,,,344,0.01
,,,,,,,345,0.01
,,,,,,,346,0.01
,,,,,,,347,0.01
,,,,,,,348,0.01
,,,,,,,349,0.01
,,,,,,,350,0.01
,,,,,,,351,0.01
,,,,,,,352,0.01
,,,,,,,353,0.01
,,,,,,,354,0.01
,,,,,,,355,0.01
,,,,,,,356,0.01
,,,,,,,357,0.01
,,,,,,,358,0.01
,,,,,,,359,0.01
,,,,,,,360,0.01
,,,,,,,361,0.01
,,,,,,,362,0.01
,,,,,,,363,0.01
,,,,,,,364,0.01
,,,,,,,365,0.01
,,,,,,,366,0.01
,,,,,,,367,0.01
,,,,,,,368,0.01
,,,,,,,369,0.01
,,,,,,,370,0.01
,,,,,,,371,0.01
,,,,,,,372,0.01
,,,,,,,373,0.01
,,,,,,,374,0.01
,,,,,,,375,0.01
,,,,,,,376,0.01
,,,,,,,377,0.01
,,,,,,,378,0.01
,,,,,,,379,0.01
,,,,,,,380,0.01
,,,,,,,381,0.01
,,,,,,,382,0.01
,,,,,,,383,0.01
,,,,,,,384,0.01
,,,,,,,385,0.01
,,,,,,,386,0.01
,,,,,,,387,0.01
,,,,,,,388,0.01
,,,,,,,389,0.01
,,,,,,,390,0.01
,,,,,,,391,0.01
,,,,,,,392,0.01
,,,,,,,393,0.01
,,,,,,,394,0.01
,,,,,,,395,0.01
,,,,,,,396,0.01
,,,,,,,397,0.01
,,,,,,,398,0.01
,,,,,,,399,0.01
,,,,,,,400,0.01
,,,,,,,401,0.01
,,,,,,,402,0.01
,,,,,,,403,0.01
,,,,,,,404,0.01
,,,,,,,405,0.01
,,,,,,,406,0.01
,,,,,,,407,0.01
,,,,,,,408,0.01
,,,,,,,409,0.01
,,,,,,,410,0.01
,,,,,,,411,0.01
,,,,,,,412,0.01
,,,,,,,413,0.01
,,,,,,,414,0.01
,,,,,,,415,0.01
,,,,,,,416,0.01
,,,,,,,417,0.01
,,,,,,,418,0.01
,,,,,,,419,0.01
,,,,,,,420,0.01
,,,,,,,421,0.01
,,,,,,,422,0.01
,,,,,,,423,0.01
,,,,,,,424,0.01
,,,,,,,425,0.01
,,,,,,,426,0.01
,,,,,,,427,0.01
,,,,,,,428,0.01
,,,,,,,429,0.01
,,,,,,,430,0.01
,,,,,,,431,0.01
,,,,,,,432,0.01
,,,,,,,433,0.01
,,,,,,,434,0.01
,,,,,,,435,0.01
,,,,,,,436,0.01
,,,,,,,437,0.01
,,,,,,,438,0.01
,,,,,,,439,0.01
,,,,,,,440,0.01
,,,,,,,441,0.01
,,,,,,,442,0.01
,,,,,,,443,0.01
,,,,,,,444,0.01
,,,,,,,445,0.01
,,,,,,,446,0.01
,,,,,,,447,0.01
,,,,,,,448,0.01
,,,,,,,449,0.01
,,,,,,,450,0.01
,,,,,,,451,0.01
,,,,,,,452,0.01
,,,,,,,453,0.01
,,,,,,,454,0.01
,,,,,,,455,0.01
,,,,,,,456,0.01
,,,,,,,457,0.01
,,,,,,,458,0.01
,,,,,,,459,0.01
,,,,,,,460,0.01
,,,,,,,461,0.01
,,,,,,,462,0.01
,,,,,,,463,0.01
,,,,,,,464,0.01
,,,,,,,465,0.01
,,,,,,,466,0.01
,,,,,,,467,0.01
,,,,,,,468,0.01
,,,,,,,469,0.01
,,,,,,,470,0.01
,,,,,,,471,0.01
,,,,,,,472,0.01
,,,,,,,473,0.01
,,,,,,,474,0.01
,,,,,,,475,0.01
,,,,,,,476,0.01
,,,,,,,477,0.01
,,,,,,,478,0.01
,,,,,,,479,0.01
,,,,,,,480,0.01
,,,,,,,481,0.01
,,,,,,,482,0.01
,,,,,,,483,0.01
,,,,,,,484,0.01
,,,,,,,485,0.01
,,,,,,,486,0.01
,,,,,,,487,0.01
,,,,,,,488,0.01
,,,,,,,489,0.01
,,,,,,,490,0.01
,,,,,,,491,0.01
,,,,,,,492,0.01
,,,,,,,493,0.01
,,,,,,,494,0.01
,,,,,,,495,0.01
,,,,,,,496,0.01
,,,,,,,497,0.01
,,,,,,,498,0.01
,,,,,,,499,0.01
,,,,,,,500,0.01
,,,,,,,501,0.01
,,,,,,,502,0.01
,,,,,,,503,0.01
,,,,,,,504,0.01
,,,,,,,505,0.01
,,,,,,,506,0.01
,,,,,,,507,0.01
,,,,,,,508,0.01
,,,,,,,509,0.01
,,,,,,,510,0.01
,,,,,,,511,0.01
,,,,,,,512,0.01
,,,,,,,513,0.01
,,,,,,,514,0.01
,,,,,,,515,0.01
,,,,,,,516,0.01
,,,,,,,517,0.01
,,,,,,,518,0.01
,,,,,,,519,0.01
,,,,,,,520,0.01
,,,,,,,521,0.01
,,,,,,,522,0.01
,,,,,,,523,0.01
,,,,,,,524,0.01
,,,,,,,525,0.01
,,,,,,,526,0.01
,,,,,,,527,0.01
,,,,,,,528,0.01
,,,,,,,529,0.01
,,,,,,,530,0.01
,,,,,,,531,0.01
,,,,,,,532,0.01
,,,,,,,533,0.01
,,,,,,,534,0.01
,,,,,,,535,0.01
,,,,,,,536,0.01
,,,,,,,537,0.01
,,,,,,,538,0.01
,,,,,,,539,0.01
,,,,,,,540,0.01
,,,,,,,541,0.01
,,,,,,,542,0.01
,,,,,,,543,0.01
,,,,,,,544,0.01
,,,,,,,545,0.01
,,,,,,,546,0.01
,,,,,,,547,0.01
,,,,,,,548,0.01
,,,,,,,549,0.01
,,,,,,,550,0.01
,,,,,,,551,0.01
,,,,,,,552,0.01
,,,,,,,553,0.01
,,,,,,,554,0.01
,,,,,,,555,0.01
,,,,,,,556,0.01
,,,,,,,557,0.01
,,,,,,,558,0.01
,,,,,,,559,0.01
,,,,,,,560,0.01
,,,,,,,561,0.01
,,,,,,,562,0.01
,,,,,,,563,0.01
,,,,,,,564,0.01
,,,,,,,565,0.01
,,,,,,,566,0.01
,,,,,,,567,0.01
,,,,,,,568,0.01
,,,,,,,569,0.01
,,,,,,,570,0.01
,,,,,,,571,0.01
,,,,,,,572,0.01
,,,,,,,573,0.01
,,,,,,,574,0.01
,,,,,,,575,0.01
,,,,,,,576,0.01
,,,,,,,577,0.01
,,,,,,,578,0.01
,,,,,,,579,0.01
,,,,,,,580,0.01
,,,,,,,581,0.01
,,,,,,,582,0.01
,,,,,,,583,0.01
,,,,,,,584,0.01
,,,,,,,585,0.01
,,,,,,,586,0.01
,,,,,,,587,0.01
,,,,,,,588,0.01
,,,,,,,589,0.01
,,,,,,,590,0.01
,,,,,,,591,0.01
,,,,,,,592,0.01
,,,,,,,593,0.01
,,,,,,,594,0.01
,,,,,,,595,0.01
,,,,,,,596,0.01
,,,,,,,597,0.01
,,,,,,,598,0.01
,,,,,,,599,0.01
,,,,,,,600,0.01
,,,,,,,601,0.01
,,,,,,,602,0.01
,,,,,,,603,0.01
,,,,,,,604,0.01
,,,,,,,605,0.01
,,,,,,,606,0.01
,,,,,,,607,0.01
,,,,,,,608,0.01
,,,,,,,609,0.01
,,,,,,,610,0.01
,,,,,,,611,0.01
,,,,,,,612,0.01
,,,,,,,613,0.01
,,,,,,,614,0.01
,,,,,,,615,0.01
,,,,,,,616,0.01
,,,,,,,617,0.01
,,,,,,,618,0.01
,,,,,,,619,0.01
,,,,,,,620,0.01
,,,,,,,621,0.01
,,,,,,,622,0.01
,,,,,,,623,0.01
,,,,,,,624,0.01
,,,,,,,625,0.01
,,,,,,,626,0.01
,,,,,,,627,0.01
,,,,,,,628,0.01
,,,,,,,629,0.01
,,,,,,,630,0.01
,,,,,,,631,0.01
,,,,,,,632,0.01
,,,,,,,633,0.01
,,,,,,,634,0.01
,,,,,,,635,0.01
,,,,,,,636,0.01
,,,,,,,637,0.01
,,,,,,,638,0.01
,,,,,,,639,0.01
,,,,,,,640,0.01
,,,,,,,641,0.01
,,,,,,,642,0.01
,,,,,,,643,0.01
,,,,,,,644,0.01
,,,,,,,645,0.01
,,,,,,,646,0.01
,,,,,,,647,0.01
,,,,,,,648,0.01
,,,,,,,649,0.01
,,,,,,,650,0.01
,,,,,,,651,0.01
,,,,,,,652,0.01
,,,,,,,653,0.01
,,,,,,,654,0.01
,,,,,,,655,0.01
,,,,,,,656,0.01
,,,,,,,657,0.01
,,,,,,,658,0.01
,,,,,,,659,0.01
,,,,,,,660,0.01
,,,,,,,661,0.01
,,,,,,,662,0.01
,,,,,,,663,0.01
,,,,,,,664,0.01
,,,,,,,665,0.01
,,,,,,,666,0.01
,,,,,,,667,0.01
,,,,,,,668,0.01
,,,,,,,669,0.01
,,,,,,,670,0.01
,,,,,,,671,0.01
,,,,,,,672,0.01
,,,,,,,673,0.01
,,,,,,,674,0.01
,,,,,,,675,0.01
,,,,,,,676,0.01
,,,,,,,677,0.01
,,,,,,,678,0.01
,,,,,,,679,0.01
,,,,,,,680,0.01
,,,,,,,681,0.01
,,,,,,,682,0.01
,,,,,,,683,0.01
,,,,,,,684,0.01
,,,,,,,685,0.01
,,,,,,,686,0.01
,,,,,,,687,0.01
,,,,,,,688,0.01
,,,,,,,689,0.01
,,,,,,,690,0.01
,,,,,,,691,0.01
,,,,,,,692,0.01
,,,,,,,693,0.01
,,,,,,,694,0.01
,,,,,,,695,0.01
,,,,,,,696,0.01
,,,,,,,697,0.01
,,,,,,,698,0.01
,,,,,,,699,0.01
,,,,,,,700,0.01
,,,,,,,701,0.01
,,,,,,,702,0.01
,,,,,,,703,0.01
,,,,,,,704,0.01
,,,,,,,705,0.01
,,,,,,,706,0.01
,,,,,,,707,0.01
,,,,,,,708,0.01
,,,,,,,709,0.01
,,,,,,,710,0.01
,,,,,,,711,0.01
,,,,,,,712,0.01
,,,,,,,713,0.01
,,,,,,,714,0.01
,,,,,,,715,0.01
,,,,,,,716,0.01
,,,,,,,717,0.01
,,,,,,,718,0.01
,,,,,,,719,0.01
,,,,,,,720,0.01
,,,,,,,721,0.01
,,,,,,,722,0.01
,,,,,,,723,0.01
,,,,,,,724,0.01
,,,,,,,725,0.01
,,,,,,,726,0.01
,,,,,,,727,0.01
,,,,,,,728,0.01
,,,,,,,729,0.01
,,,,,,,730,0.01
,,,,,,,731,0.01
,,,,,,,732,0.01
,,,,,,,733,0.01
,,,,,,,734,0.01
,,,,,,,735,0.01
,,,,,,,736,0.01
,,,,,,,737,0.01
,,,,,,,738,0.01
,,,,,,,739,0.01
,,,,,,,740,0.01
,,,,,,,741,0.01
,,,,,,,742,0.01
,,,,,,,743,0.01
,,,,,,,744,0.01
,,,,,,,745,0.01
,,,,,,,746,0.01
,,,,,,,747,0.01
,,,,,,,748,0.01
,,,,,,,749,0.01
,,,,,,,750,0.01
,,,,,,,751,0.01
,,,,,,,752,0.01
,,,,,,,753,0.01
,,,,,,,754,0.01
,,,,,,,755,0.01
,,,,,,,756,0.01
,,,,,,,757,0.01
,,,,,,,758,0.01
,,,,,,,759,0.01
,,,,,,,760,0.01
,,,,,,,761,0.01
,,,,,,,762,0.01
,,,,,,,763,0.01
,,,,,,,764,0.01
,,,,,,,765,0.01
,,,,,,,766,0.01
,,,,,,,767,0.01
,,,,,,,768,0.01
,,,,,,,769,0.01
,,,,,,,770,0.01
,,,,,,,771,0.01
,,,,,,,772,0.01
,,,,,,,773,0.01
,,,,,,,774,0.01
,,,,,,,775,0.01
,,,,,,,776,0.01
,,,,,,,777,0.01
,,,,,,,778,0.01
,,,,,,,779,0.01
,,,,,,,780,0.01
,,,,,,,781,0.01
,,,,,,,782,0.01
,,,,,,,783,0.01
,,,,,,,784,0.01
,,,,,,,785,0.01
,,,,,,,786,0.01
,,,,,,,787,0.01
,,,,,,,788,0.01
,,,,,,,789,0.01
,,,,,,,790,0.01
,,,,,,,791,0.01
,,,,,,,792,0.01
,,,,,,,793,0.01
,,,,,,,794,0.01
,,,,,,,795,0.01
,,,,,,,796,0.01
,,,,,,,797,0.01
,,,,,,,798,0.01
,,,,,,,799,0.01
,,,,,,,800,0.01
,,,,,,,801,0.01
,,,,,,,802,0.01
,,,,,,,803,0.01
,,,,,,,804,0.01
,,,,,,,805,0.01
,,,,,,,806,0.01
,,,,,,,807,0.01
,,,,,,,808,0.01
,,,,,,,809,0.01
,,,,,,,810,0.01
,,,,,,,811,0.01
,,,,,,,812,0.01
,,,,,,,813,0.01
,,,,,,,814,0.01
,,,,,,,815,0.01
,,,,,,,816,0.01
,,,,,,,817,0.01
,,,,,,,818,0.01
,,,,,,,819,0.01
,,,,,,,820,0.01
,,,,,,,821,0.01
,,,,,,,822,0.01
,,,,,,,823,0.01
,,,,,,,824,0.01
,,,,,,,825,0.01
,,,,,,,826,0.01
,,,,,,,827,0.01
,,,,,,,828,0.01
,,,,,,,829,0.01
,,,,,,,830,0.01
,,,,,,,831,0.01
,,,,,,,832,0.01
,,,,,,,833,0.01
,,,,,,,834,0.01
,,,,,,,835,0.01
,,,,,,,836,0.01
,,,,,,,837,0.01
,,,,,,,838,0.01
,,,,,,,839,0.01
,,,,,,,840,0.01
,,,,,,,841,0.01
,,,,,,,842,0.01
,,,,,,,843,0.01
,,,,,,,844,0.01
,,,,,,,845,0.01
,,,,,,,846,0.01
,,,,,,,847,0.01
,,,,,,,848,0.01
,,,,,,,849,0.01
,,,,,,,850,0.01
,,,,,,,851,0.01
,,,,,,,852,0.01
,,,,,,,853,0.01
,,,,,,,854,0.01
,,,,,,,855,0.01
,,,,,,,856,0.01
,,,,,,,857,0.01
,,,,,,,858,0.01
,,,,,,,859,0.01
,,,,,,,860,0.01
,,,,,,,861,0.01
,,,,,,,862,0.01
,,,,,,,863,0.01
,,,,,,,864,0.01
,,,,,,,865,0.01
,,,,,,,866,0.01
,,,,,,,867,0.01
,,,,,,,868,0.01
,,,,,,,869,0.01
,,,,,,,870,0.01
,,,,,,,871,0.01
,,,,,,,872,0.01
,,,,,,,873,0.01
,,,,,,,874,0.01
,,,,,,,875,0.01
,,,,,,,876,0.01
,,,,,,,877,0.01
,,,,,,,878,0.01
,,,,,,,879,0.01
,,,,,,,880,0.01
,,,,,,,881,0.01
,,,,,,,882,0.01
,,,,,,,883,0.01
,,,,,,,884,0.01
,,,,,,,885,0.01
,,,,,,,886,0.01
,,,,,,,887,0.01
,,,,,,,888,0.01
,,,,,,,889,0.01
,,,,,,,890,0.01
,,,,,,,891,0.01
,,,,,,,892,0.01
,,,,,,,893,0.01
,,,,,,,894,0.01
,,,,,,,895,0.01
,,,,,,,896,0.01
,,,,,,,897,0.01
,,,,,,,898,0.01
,,,,,,,899,0.01
,,,,,,,900,0.01
,,,,,,,901,0.01
,,,,,,,902,0.01
,,,,,,,903,0.01
,,,,,,,904,0.01
,,,,,,,905,0.01
,,,,,,,906,0.01
,,,,,,,907,0.01
,,,,,,,908,0.01
,,,,,,,909,0.01
,,,,,,,910,0.01
,,,,,,,911,0.01
,,,,,,,912,0.01
,,,,,,,913,0.01
,,,,,,,914,0.01
,,,,,,,915,0.01
,,,,,,,916,0.01
,,,,,,,917,0.01
,,,,,,,918,0.01
,,,,,,,919,0.01
,,,,,,,920,0.01
,,,,,,,921,0.01
,,,,,,,922,0.01
,,,,,,,923,0.01
,,,,,,,924,0.01
,,,,,,,925,0.01
,,,,,,,926,0.01
,,,,,,,927,0.01
,,,,,,,928,0.01
,,,,,,,929,0.01
,,,,,,,930,0.01
,,,,,,,931,0.01
,,,,,,,932,0.01
,,,,,,,933,0.01
,,,,,,,934,0.01
,,,,,,,935,0.01
,,,,,,,936,0.01
,,,,,,,937,0.01
,,,,,,,938,0.01
,,,,,,,939,0.01
,,,,,,,940,0.01
,,,,,,,941,0.01
,,,,,,,942,0.01
,,,,,,,943,0.01
,,,,,,,944,0.01
,,,,,,,945,0.01
,,,,,,,946,0.01
,,,,,,,947,0.01
,,,,,,,948,0.01
,,,,,,,949,0.01
,,,,,,,950,0.01
,,,,,,,951,0.01
,,,,,,,952,0.01
,,,,,,,953,0.01
,,,,,,,954,0.01
,,,,,,,955,0.01
,,,,,,,956,0.01
,,,,,,,957,0.01
,,,,,,,958,0.01
,,,,,,,959,0.01
,,,,,,,960,0.01
,,,,,,,961,0.01
,,,,,,,962,0.01
,,,,,,,963,0.01
,,,,,,,964,0.01
,,,,,,,965,0.01
,,,,,,,966,0.01
,,,,,,,967,0.01
,,,,,,,968,0.01
,,,,,,,969,0.01
,,,,,,,970,0.01
,,,,,,,971,0.01
,,,,,,,972,0.01
,,,,,,,973,0.01
,,,,,,,974,0.01
,,,,,,,975,0.01
,,,,,,,976,0.01
,,,,,,,977,0.01
,,,,,,,978,0.01
,,,,,,,979,0.01
,,,,,,,980,0.01
,,,,,,,981,0.01
,,,,,,,982,0.01
,,,,,,,983,0.01
,,,,,,,984,0.01
,,,,,,,985,0.01
,,,,,,,986,0.01
,,,,,,,987,0.01
,,,,,,,988,0.01
,,,,,,,989,0.01
,,,,,,,990,0.01
,,,,,,,991,0.01
,,,,,,,992,0.01
,,,,,,,993,0.01
,,,,,,,994,0.01
,,,,,,,995,0.01
,,,,,,,996,0.01
,,,,,,,997,0.01
,,,,,,,998,0.01
,,,,,,,999,0.01
,,,,,,,1000,0.01
,,,,,,,1001,0.01
,,,,,,,1002,0.01
,,,,,,,1003,0.01
,,,,,,,1004,0.01
,,,,,,,1005,0.01
,,,,,,,1006,0.01
,,,,,,,1007,0.01
,,,,,,,1008,0.01
,,,,,,,1009,0.01
,,,,,,,1010,0.01
,,,,,,,1011,0.01
,,,,,,,1012,0.01
,,,,,,,1013,0.01
,,,,,,,1014,0.01
,,,,,,,1015,0.01
,,,,,,,1016,0.01
,,,,,,,1017,0.01
,,,,,,,1018,0.01
,,,,,,,1019,0.01
,,,,,,,1020,0.01
,,,,,,,1021,0.01
,,,,,,,1022,0.01
,,,,,,,1023,0.01
,,,,,,,1024,0.01
,,,,,,,1025,0.01
,,,,,,,1026,0.01
,,,,,,,1027,0.01
,,,,,,,1028,0.01
,,,,,,,1029,0.01
,,,,,,,1030,0.01
,,,,,,,1031,0.01
,,,,,,,1032,0.01
,,,,,,,1033,0.01
,,,,,,,1034,0.01
,,,,,,,1035,0.01
,,,,,,,1036,0.01
,,,,,,,1037,0.01
,,,,,,,1038,0.01
,,,,,,,1039,0.01
,,,,,,,1040,0.01
,,,,,,,1041,0.01
,,,,,,,1042,0.01
,,,,,,,1043,0.01
,,,,,,,1044,0.01
,,,,,,,1045,0.01
,,,,,,,1046,0.01
,,,,,,,1047,0.01
,,,,,,,1048,0.01
,,,,,,,1049,0.01
,,,,,,,1050,0.01
,,,,,,,1051,0.01
,,,,,,,1052,0.01
,,,,,,,1053,0.01
,,,,,,,1054,0.01
,,,,,,,1055,0.01
,,,,,,,1056,0.01
,,,,,,,1057,0.01
