Time_Index,SE_Solvent_wNGCC_DAC,MIDAT_Solvent_wNGCC_DAC,NE_Solvent_wNGCC_DAC,SE_Sorbent_wNGCC_DAC,MIDAT_Sorbent_wNGCC_DAC,NE_Sorbent_wNGCC_DAC,SE_Sorbent_DAC,MIDAT_Sorbent_DAC,NE_Sorbent_DAC
5041,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5042,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5043,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5044,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5045,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5046,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5047,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5048,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5049,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5050,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5051,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5052,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5053,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5054,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5055,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5056,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5057,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5058,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5059,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5060,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5061,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5062,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5063,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5064,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5065,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5066,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5067,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5068,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5069,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5070,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5071,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5072,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5073,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5074,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5075,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5076,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5077,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5078,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5079,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5080,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5081,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5082,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5083,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5084,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5085,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5086,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5087,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5088,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5089,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5090,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5091,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5092,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5093,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5094,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5095,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5096,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5097,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5098,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5099,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5100,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5101,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5102,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5103,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5104,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5105,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5106,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5107,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5108,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5109,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5110,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5111,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5112,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5113,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5114,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5115,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5116,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5117,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5118,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5119,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5120,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5121,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5122,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5123,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5124,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5125,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5126,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5127,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5128,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5129,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5130,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5131,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5132,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5133,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5134,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5135,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5136,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5137,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5138,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5139,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5140,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5141,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5142,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5143,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5144,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5145,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5146,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5147,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5148,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5149,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5150,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5151,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5152,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5153,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5154,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5155,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5156,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5157,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5158,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5159,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5160,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5161,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5162,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5163,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5164,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5165,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5166,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5167,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5168,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5169,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5170,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5171,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5172,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5173,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5174,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5175,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5176,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5177,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5178,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5179,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5180,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5181,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5182,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5183,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5184,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5185,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5186,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5187,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5188,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5189,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5190,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5191,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5192,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5193,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5194,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5195,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5196,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5197,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5198,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5199,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5200,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5201,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5202,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5203,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5204,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5205,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5206,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5207,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5208,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5209,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5210,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5211,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5212,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5213,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5214,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5215,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5216,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5217,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5218,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5219,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5220,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5221,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5222,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5223,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5224,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5225,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5226,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5227,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5228,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5229,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5230,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5231,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5232,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5233,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5234,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5235,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5236,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5237,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5238,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5239,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5240,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5241,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5242,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5243,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5244,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5245,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5246,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5247,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5248,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5249,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5250,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5251,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5252,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5253,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5254,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5255,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5256,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5257,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5258,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5259,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5260,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5261,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5262,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5263,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5264,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5265,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5266,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5267,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5268,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5269,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5270,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5271,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5272,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5273,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5274,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5275,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5276,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5277,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5278,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5279,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5280,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5281,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5282,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5283,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5284,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5285,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5286,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5287,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5288,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5289,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5290,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5291,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5292,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5293,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5294,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5295,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5296,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5297,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5298,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5299,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5300,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5301,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5302,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5303,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5304,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5305,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5306,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5307,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5308,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5309,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5310,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5311,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5312,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5313,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5314,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5315,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5316,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5317,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5318,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5319,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5320,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5321,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5322,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5323,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5324,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5325,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5326,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5327,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5328,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5329,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5330,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5331,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5332,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5333,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5334,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5335,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5336,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5337,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5338,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5339,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5340,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5341,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5342,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5343,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5344,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5345,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5346,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5347,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5348,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5349,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5350,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5351,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5352,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5353,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5354,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5355,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5356,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5357,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5358,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5359,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5360,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5361,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5362,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5363,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5364,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5365,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5366,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5367,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5368,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5369,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5370,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5371,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5372,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5373,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5374,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5375,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5376,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5377,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5378,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5379,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5380,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5381,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5382,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5383,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5384,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5385,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5386,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5387,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5388,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5389,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5390,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5391,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5392,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5393,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
5394,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
