Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Column19,Time_Index,Load_H2_tonne_per_hr_z1,Load_H2_tonne_per_hr_z2,Load_H2_tonne_per_hr_z3,Load_H2_tonne_per_hr_z4,Load_H2_tonne_per_hr_z5,Load_H2_tonne_per_hr_z6,Load_H2_tonne_per_hr_z7,Load_H2_tonne_per_hr_z8,Load_H2_tonne_per_hr_z9,Load_H2_tonne_per_hr_z10
,,,,,,,12.31168006,15,27.06,159.24,59.97,18.14214581,5.763567529,1.503280441,3.966902284,9.458348159,8.791930596,7.684962843
,,,,,,,14.487771,16,25.94,152.61,57.47,3.653671499,9.797292139,11.51955818,13.87214525,3.867299464,8.761423533,3.579229891
,,,,,,,11.26732989,17,24.61,144.81,54.53,14.13480255,21.06202457,7.46812873,7.08727981,10.21608031,15.29510377,12.74814945
,,,,,,,5.387627508,18,21.76,128.04,48.22,4.427995978,13.99224197,22.51538602,0.337397825,18.99322505,12.09491404,9.034267501
,,,,,,,10.5729437,19,18.12,106.6,40.14,16.11032666,3.5337066,14.6802727,14.44793939,3.45206128,18.85137729,22.22839119
,,,,,,,6.942773659,20,13.81,81.26,30.6,0.877669652,13.56411642,14.10744921,13.09325137,4.312264042,22.53480428,9.156519554
,,,,,,,16.08100749,21,10.5,61.76,23.26,20.81663234,16.61527284,20.59850306,6.607453256,17.83453423,18.06642526,6.103448522
,,,,,,,9.443298521,22,7.32,43.05,16.21,0.377906948,12.03009364,5.661819367,4.472542731,18.37402232,10.76115429,7.260022279
,,,,,,,14.02958351,23,4.53,26.67,10.04,17.1326269,14.14472634,4.521883652,17.43650592,7.716269523,13.67295085,20.06387703
,,,,,,,7.218577146,24,2.68,15.75,5.93,8.020108505,17.92173533,21.88555109,22.12271797,20.42599694,19.58043869,3.378845868
,,,,,,,22.16084285,25,2.49,14.67,5.53,9.997864143,18.17203827,12.50363102,19.09146615,5.928591561,9.82134629,14.57696311
,,,,,,,20.27455239,26,1.8,10.6,3.99,3.020682814,12.6281689,20.65808657,12.96820933,2.626206395,5.147503785,15.77764982
,,,,,,,6.897632345,27,1.66,9.78,3.68,2.84955333,15.76720657,10.5730107,10.86419276,12.22768101,7.974980688,4.859547655
,,,,,,,21.41061528,28,2.46,14.47,5.45,0.765492737,7.752683155,1.965725581,7.529473562,1.476372553,22.62512423,19.7248945
,,,,,,,14.29604005,29,4.43,26.09,9.82,22.73689374,6.241577188,14.54363067,6.951929117,9.053512826,12.16576387,21.48855252
,,,,,,,5.33902964,30,7.27,42.8,16.12,17.65786499,1.639969033,5.965573977,1.97952225,0.189175735,22.49083037,12.67390136
,,,,,,,21.75019041,31,10.98,64.61,24.33,13.22624095,4.423109846,22.2761179,9.568909851,7.652882584,6.845874232,5.18645582
,,,,,,,7.467302782,32,15.0,88.25,33.23,22.52134125,6.454805079,6.532647376,4.2529508,10.47444487,22.04137628,4.568740098
,,,,,,,13.07214373,33,18.95,111.48,41.98,4.228257493,10.9910677,20.71243188,8.617683023,11.79332146,11.5575262,4.148330094
,,,,,,,19.84478426,34,21.02,123.71,46.59,17.58945998,7.070002472,4.377984058,5.644094442,2.239450687,4.400132494,10.95498926
,,,,,,,14.84359647,35,21.68,127.58,48.05,21.59053468,21.25498831,20.69034474,22.20296387,14.93339309,19.82634341,1.197158451
,,,,,,,21.9663834,36,22.62,133.08,50.12,21.59449042,2.156985605,1.71354762,4.309200513,22.84420535,20.11608781,14.61364461
,,,,,,,14.68796885,37,24.07,141.64,53.34,15.84789912,11.52567782,18.25497549,15.34191129,18.0260113,6.532297549,3.241599923
,,,,,,,5.151764409,38,25.15,147.96,55.72,6.251141349,21.54707568,16.60516317,13.20801443,22.69511678,5.110060202,8.504287991
,,,,,,,15.8238072,39,26.32,154.89,58.33,7.696940216,7.296755954,18.85771712,5.765486315,21.15611424,0.640186988,1.665473089
,,,,,,,2.601455823,40,26.98,158.76,59.79,6.465592654,0.63822423,3.684044023,14.92654331,15.59080729,20.45903268,18.99552512
,,,,,,,5.971816518,41,25.67,151.02,56.87,4.041113118,2.436420203,17.41731175,20.98001635,21.03759028,1.205400823,8.330192633
,,,,,,,21.80326574,42,23.24,136.75,51.5,19.11937469,14.60076951,21.88832689,17.49372896,22.48555666,10.97439981,9.896107134
,,,,,,,4.822121879,43,19.29,113.52,42.75,19.67524897,14.31006915,21.81385443,17.97633011,16.91225342,8.764135714,19.08280712
,,,,,,,2.131519333,44,14.93,87.84,33.08,9.069582919,18.09751211,6.6663474,8.118583827,14.13553046,12.27835974,8.181273097
,,,,,,,6.670325397,45,11.4,67.05,25.25,6.782630593,2.858300336,8.302354813,1.436772486,11.39561345,7.143691259,10.23659444
,,,,,,,14.10606467,46,8.83,51.97,19.57,4.060235815,5.967127344,7.846720146,22.31068642,22.83265418,21.31544281,13.13226548
,,,,,,,15.84216775,47,6.2,36.48,13.74,21.0872329,14.49686359,20.73888386,6.981406773,12.70660567,18.89845253,7.923888787
,,,,,,,19.91544069,48,3.95,23.23,8.75,4.328911136,20.89949268,20.77140159,2.612431118,19.24036536,5.874219862,1.868078773
,,,,,,,0.377728554,49,1.69,9.92,3.74,6.314691409,13.67106871,19.90108507,7.896869087,13.10530632,18.0894833,9.969815883
,,,,,,,7.766592131,50,1.24,7.28,2.74,16.54751853,13.03883021,0.889581159,21.012717,1.943291845,20.71785105,13.93417617
,,,,,,,22.57123733,51,1.74,10.25,3.86,3.7680898,13.83473816,19.83388634,20.16613907,14.52642052,17.19514236,4.223450212
,,,,,,,4.037871934,52,4.05,23.82,8.97,16.39701894,14.85952882,17.90750978,11.8769358,5.85514503,18.60413715,7.280023873
,,,,,,,7.004115893,53,8.71,51.27,19.31,16.62065806,20.59054604,10.83820289,22.06040577,10.67459193,9.802583165,21.42432399
,,,,,,,3.410362094,54,14.0,82.37,31.02,15.36535975,7.258553344,22.906308,0.18983596,12.58421564,17.41159215,21.38723791
,,,,,,,3.417184211,55,17.32,101.88,38.37,12.95092722,20.2258207,13.65216452,7.000996046,0.414050327,20.40633052,8.506634603
,,,,,,,21.72090754,56,19.85,116.77,43.97,4.866098854,16.42898948,10.54722214,8.43630503,12.31638299,10.31976681,1.821581046
,,,,,,,10.95888279,57,20.91,123.06,46.34,9.819715475,12.98747857,22.66334501,12.8723311,21.57339395,14.2418043,9.64189249
,,,,,,,1.671302243,58,20.01,117.76,44.35,17.12260363,1.412199177,15.03609979,6.994280488,4.182318131,17.54557609,11.08881616
,,,,,,,3.396647028,59,19.9,117.1,44.1,0.835029735,22.48818884,11.96495536,7.713315133,9.64679382,14.41560875,21.41043104
,,,,,,,16.10357064,60,20.63,121.4,45.72,9.427029747,5.027372484,1.123517014,18.69707666,4.97394178,22.74732862,18.52272976
,,,,,,,10.47544033,61,21.93,129.01,48.58,18.17456114,5.480992725,2.171653522,19.64811701,2.76435518,19.5996332,3.124843189
,,,,,,,18.43670568,62,22.77,133.97,50.45,15.63233106,19.88905811,2.349947615,6.409869691,1.160374992,2.672718435,21.79038058
,,,,,,,8.846290515,63,24.62,144.89,54.56,2.072955021,21.17616001,19.55464438,3.032671226,2.646644864,15.37970781,3.218632013
,,,,,,,17.38912404,64,26.14,153.82,57.93,3.173923336,5.987331069,2.234429348,8.564226071,15.66040654,9.325462609,21.7579421
,,,,,,,17.82855881,65,25.41,149.52,56.31,5.46441693,11.45932312,21.25958188,20.40135812,4.67550786,18.86090876,10.20321135
,,,,,,,10.65020793,66,23.89,140.59,52.94,21.58974938,4.739775588,16.19072321,15.05610232,1.659233287,2.641213941,15.72536254
,,,,,,,1.5415062,67,19.68,115.78,43.6,15.03324029,10.07837093,12.91044401,17.78983021,11.94583945,12.41604668,10.16503312
,,,,,,,22.83457768,68,14.45,85.01,32.02,12.03599536,12.53556426,17.16799907,12.377081,10.04726196,21.85079342,15.07509391
,,,,,,,10.49231257,69,10.46,61.53,23.17,10.37532045,2.210178243,3.517260294,10.86694587,10.42951655,1.932137592,22.41450981
,,,,,,,17.25238836,70,7.87,46.31,17.44,8.136688815,16.67165752,14.64037581,6.39201912,13.93898207,16.71026663,12.65923383
,,,,,,,19.51026184,71,4.67,27.46,10.34,2.255029243,5.907202519,12.61708283,7.934580053,17.00686572,5.018069079,10.18183474
,,,,,,,15.2053837,72,2.64,15.55,5.85,19.64520738,0.913633009,9.688952166,12.82406047,13.04410756,14.34649295,20.37322898
,,,,,,,10.45141204,73,1.76,10.36,3.9,9.988602,4.303328897,21.46568198,4.976835046,16.89141459,1.386713391,20.68740104
,,,,,,,11.78784265,74,1.29,7.6,2.86,6.679082409,11.28263483,14.6840258,3.096787641,22.99791096,15.11961,17.45989179
,,,,,,,2.965245819,75,1.82,10.71,4.03,3.961393846,5.831159275,7.651834625,7.238953045,21.3002179,0.464472484,18.86884687
,,,,,,,16.72016146,76,4.23,24.87,9.36,21.17455331,4.981022509,8.371620161,8.726169959,20.46158783,16.31700564,14.77550893
,,,,,,,3.375026034,77,9.1,53.54,20.16,5.554799959,9.415792197,13.36090627,20.46608941,9.218937786,18.38980984,2.225940143
,,,,,,,21.7234124,78,14.62,86.0,32.39,10.80252331,1.581036347,6.972818487,11.25518671,8.731086187,20.2340526,0.981463103
,,,,,,,18.07567791,79,18.08,106.38,40.06,21.14419049,6.600558695,21.4690512,20.20552022,0.555126339,16.63101109,13.5472897
,,,,,,,4.391460813,80,20.72,121.92,45.91,6.640631968,12.983935,19.93344482,12.21523075,8.847390669,17.8035534,20.57709587
,,,,,,,7.585428538,81,21.84,128.48,48.39,7.739176492,14.53667969,0.619890049,9.502395089,9.112592003,16.42090426,3.346850181
,,,,,,,8.881845306,82,20.9,122.96,46.3,15.75186467,15.939267,2.345771278,1.707831627,13.95197894,2.37948263,1.22975184
,,,,,,,4.031398517,83,20.78,122.27,46.04,14.38050244,0.031699457,14.1899877,3.479022583,18.94527778,13.80543971,1.833049807
,,,,,,,16.97176511,84,21.54,126.76,47.74,12.25069985,14.99393049,22.43194488,22.33307183,21.39895835,14.29897211,9.660046126
,,,,,,,22.50118483,85,22.89,134.7,50.73,11.88406776,13.45055858,17.90961348,9.875018226,8.035173466,22.31274992,6.249380718
,,,,,,,20.40956047,86,23.77,139.88,52.68,11.24311405,1.300109631,18.2154619,22.11484005,9.478850136,19.55116764,3.737414237
,,,,,,,11.81888733,87,25.71,151.28,56.97,6.995079472,22.31363979,3.738135271,11.25400505,1.912474757,13.57469206,4.505524987
,,,,,,,0.861675657,88,27.3,160.61,60.48,10.58823937,6.765865223,7.168607406,11.6448183,17.06121179,6.68226692,19.89444244
,,,,,,,2.352870917,89,26.53,156.12,58.79,10.26843714,19.15878222,10.0255353,1.754278873,7.621887906,11.83427516,21.86361554
,,,,,,,19.79861613,90,24.95,146.79,55.28,1.407733893,2.916473989,0.275784694,4.450515759,19.4221909,19.74594449,4.10433723
,,,,,,,11.43291623,91,20.54,120.89,45.52,10.95265101,16.63021244,6.837635856,2.236221606,21.73119521,9.454561267,14.27773423
,,,,,,,22.43851875,92,15.09,88.76,33.43,7.080314854,8.829977401,6.200298681,21.58771,15.54624383,9.304572426,6.262801756
,,,,,,,10.09145891,93,10.92,64.24,24.19,5.154123997,18.59314387,17.63513916,14.92144617,9.771212416,6.023630175,18.28722563
,,,,,,,15.57202161,94,8.22,48.35,18.21,15.515569,8.534783597,22.04192611,21.92243105,0.948840478,7.18421035,3.075715209
,,,,,,,14.3799714,95,4.87,28.67,10.8,5.632607171,14.76211912,16.06233657,11.85561767,6.969130766,5.063983729,10.99422729
,,,,,,,8.775028154,96,2.76,16.23,6.11,11.96911091,14.34771505,0.681989131,18.30981557,1.832629594,11.42736946,13.4736123
,,,,,,,19.10956902,97,1.86,10.95,4.12,13.27915703,18.51003731,9.844233073,13.91940564,15.11047213,16.56264727,17.04273985
,,,,,,,14.54842115,98,1.36,8.03,3.02,20.34092923,16.62574968,7.987742291,2.939728279,16.59206223,5.593949256,17.86763452
,,,,,,,11.51359949,99,1.92,11.31,4.26,15.64650166,20.1618701,14.46741206,10.07900496,9.941692406,10.6099454,5.738628184
,,,,,,,6.188469464,100,4.46,26.27,9.89,16.2109503,16.78997845,9.010592945,19.70389845,2.775765057,20.4913829,16.36561616
,,,,,,,14.04678273,101,9.61,56.55,21.3,16.59433451,13.18934105,22.99290008,19.42828895,3.136275682,10.94827199,12.74774944
,,,,,,,4.670961133,102,15.44,90.85,34.21,1.863661153,9.132086695,22.85335626,19.31482904,3.212793443,22.19004714,19.16103489
,,,,,,,3.642453427,103,19.1,112.37,42.32,18.75712807,7.431011392,11.9560185,7.496060458,11.96632161,12.53601273,21.74897148
,,,,,,,2.968950228,104,21.89,128.79,48.5,6.761380262,8.422593017,16.56416081,20.86003046,5.950304321,5.756425645,11.02329657
,,,,,,,3.676638397,105,23.07,135.72,51.11,8.543739379,4.530598505,10.6707943,3.497133318,11.58622971,6.176857974,1.2630641
,,,,,,,17.83773159,106,22.07,129.89,48.91,11.89221332,19.2905573,18.81892328,16.02417992,11.49825086,1.554412758,5.522409178
,,,,,,,11.55824829,107,21.95,129.16,48.64,15.35435798,8.948818385,19.28257284,18.28750544,14.41190876,13.3953856,8.601380372
,,,,,,,1.493792773,108,22.76,133.9,50.42,21.98230768,4.73120492,20.38769155,18.00174993,13.98865798,22.93061965,19.1056035
,,,,,,,3.453662596,109,24.18,142.29,53.58,20.37142347,4.897280565,17.73527308,15.57139841,11.69935095,8.591587143,2.092205297
,,,,,,,9.731098463,110,25.11,147.76,55.65,8.440507753,20.19887469,0.165186862,18.84080612,19.51078059,21.99066367,6.487217071
,,,,,,,6.939192357,111,27.16,159.8,60.18,4.741717758,13.13916848,15.37811305,14.78410858,6.2616049,15.75637488,21.19792589
,,,,,,,5.519693248,112,28.83,169.65,63.89,22.99932106,14.53088802,15.43063736,9.339168062,7.331592286,3.17022608,21.75474258
,,,,,,,0.425108339,113,28.03,164.91,62.1,9.475614724,8.953116236,18.8826355,10.39896823,2.566053384,22.98151935,12.44320083
,,,,,,,7.3991647,114,26.35,155.06,58.39,2.716647786,21.58977877,17.6953696,4.414989674,2.165877235,11.2847134,20.55609822
,,,,,,,16.45173982,115,21.7,127.7,48.09,14.87913003,10.52969222,10.34866724,2.14863283,9.260169991,15.05577242,7.2439855
,,,,,,,22.59457197,116,15.94,93.77,35.31,13.832299,16.53817088,2.148335655,12.08900708,17.53416287,18.66763078,7.069281799
,,,,,,,14.1038235,117,11.53,67.86,25.56,15.67637827,0.437468918,2.376096973,0.118157108,12.59885375,4.635587254,16.39009937
,,,,,,,15.24194588,118,8.68,51.08,19.24,22.33587309,11.74471923,16.89621028,21.22623096,20.17446444,4.752097853,19.35598283
,,,,,,,8.401519258,119,5.15,30.28,11.4,6.919269604,19.58727268,2.256037355,12.0095609,18.55965803,10.73895251,8.253562876
,,,,,,,11.3359374,120,2.91,17.15,6.46,16.11052648,0.447881346,8.074034301,10.03365605,22.62837605,5.69264869,10.81341753
,,,,,,,14.00127573,121,2.86,16.85,6.35,6.544801443,7.700106879,3.810820369,8.867766536,16.92056454,1.929112123,2.24835669
,,,,,,,11.62134505,122,2.02,11.89,4.48,14.2154414,2.35580875,18.81355222,9.671290979,3.854961297,19.24025304,2.49463919
,,,,,,,12.46006867,123,1.96,11.51,4.34,12.50510859,16.45564222,14.85735425,20.4143209,6.223839257,13.77886671,7.405305533
,,,,,,,0.755564255,124,2.74,16.15,6.08,22.28463465,16.17714444,8.117941278,13.535273,2.290873025,13.44613484,16.30141318
,,,,,,,10.139929,125,5.09,29.95,11.28,8.945693462,18.83060964,7.050731337,8.179221505,16.15221278,20.40930186,16.28971619
,,,,,,,6.442314086,126,8.36,49.18,18.52,8.180761586,0.525648737,6.633179864,17.8095288,13.60564628,3.567562991,15.90572575
,,,,,,,12.86281478,127,12.69,74.67,28.12,7.847544344,20.83481919,0.651684089,4.65953155,12.88902802,0.428696211,14.28369092
,,,,,,,0.005202632,128,17.24,101.41,38.19,6.632261136,2.037968587,9.738348032,21.42058645,18.1520681,1.259825331,5.800440024
,,,,,,,15.38486367,129,21.85,128.57,48.42,22.92286857,17.12192646,2.129667128,20.28183804,1.780343732,9.840440337,11.61218386
,,,,,,,15.23645702,130,24.2,142.38,53.62,7.538140307,20.40898964,8.279220404,21.62399528,13.35399713,16.51115767,14.1008631
,,,,,,,20.66792868,131,24.98,147.01,55.36,22.23491523,9.572068759,5.683559771,9.844704295,14.55089499,11.12889658,14.72846218
,,,,,,,7.803953392,132,26.13,153.73,57.89,5.597618574,0.405244177,10.16348771,19.09517467,13.29286679,19.71270749,7.032991589
,,,,,,,11.5185372,133,27.76,163.36,61.52,19.83721,11.45346011,8.845598509,19.37092843,4.861529606,9.217491942,7.223232887
,,,,,,,1.731643974,134,28.98,170.5,64.21,5.347836018,19.52319526,0.699652741,13.40296996,5.728311822,14.96230688,22.54473892
,,,,,,,17.82249516,135,30.4,178.88,67.36,9.156838584,21.60357552,9.684884641,9.187144045,11.39543828,19.90894976,7.292145268
,,,,,,,19.36797173,136,31.19,183.51,69.11,20.60232023,22.10213079,6.698257716,13.28538728,11.98287452,6.929237817,5.288698346
,,,,,,,5.70239158,137,29.64,174.38,65.67,22.82117523,19.35135764,6.447422637,22.27012772,11.95950625,1.335063833,18.7336014
,,,,,,,8.234747171,138,26.81,157.73,59.4,3.488577567,16.3616126,1.591497795,12.39502173,18.01045113,14.36516562,22.02155027
,,,,,,,17.40192457,139,22.28,131.07,49.36,17.1993668,20.20527184,13.07334153,14.72828914,12.45499811,7.417278656,0.575280836
,,,,,,,17.45501795,140,17.32,101.91,38.38,6.426914889,4.947205646,6.873636184,21.19361981,16.78772336,5.991988003,17.41576792
,,,,,,,17.69874051,141,13.22,77.76,29.28,10.76723285,3.129679096,13.27399421,22.81940459,15.52543846,2.241857307,21.86103826
,,,,,,,8.627960313,142,10.32,60.7,22.86,22.59977774,8.90692919,1.546143608,12.97262525,0.706522707,5.229458311,13.0957258
,,,,,,,1.5249913,143,7.2,42.38,15.96,15.09842735,19.06820548,19.25592051,7.497432469,5.571227204,6.362385295,8.334397712
,,,,,,,12.25605861,144,4.66,27.41,10.32,0.15503043,5.979666098,7.739072237,5.743239412,5.671369222,21.67077284,9.536528449
,,,,,,,3.336854889,145,2.88,16.96,6.39,19.9202391,7.089029736,3.685338554,9.792675454,0.437879579,14.32660432,19.74051365
,,,,,,,0.538117361,146,3.71,21.82,8.22,5.457157616,17.21101998,3.249769181,20.06663749,1.095622256,18.51954283,4.814403918
,,,,,,,6.601650814,147,1.36,7.99,3.01,16.26558542,5.870272169,8.933935946,11.7156036,2.715002952,21.18031198,8.20689292
,,,,,,,6.025777708,148,2.12,12.48,4.7,14.12417074,8.479563,21.02998496,21.44958597,2.05370092,16.61851363,3.38390963
,,,,,,,8.978914446,149,3.96,23.31,8.78,22.33095378,21.10156401,12.19624098,0.508601301,4.50022027,20.74248562,11.47371712
,,,,,,,7.407558066,150,6.5,38.25,14.4,20.86450845,18.04573821,9.175124972,9.498268031,5.768786873,8.115475924,17.21825194
,,,,,,,19.14051708,151,9.93,58.42,22.0,19.80792357,5.702487492,14.83427771,3.32315016,11.64922243,13.89564047,20.64760058
,,,,,,,21.8559079,152,14.06,82.7,31.15,17.69941038,20.28595903,4.942867241,19.4585085,5.327454156,19.19596228,8.255058152
,,,,,,,17.44958414,153,18.37,108.1,40.71,15.05051694,20.61016736,16.65400457,11.92668715,20.67254871,0.183873601,18.25247731
,,,,,,,17.93633425,154,23.64,139.11,52.39,10.92107359,13.58401361,19.34968137,5.158767543,6.824523148,5.064711454,18.19917217
,,,,,,,17.2144834,155,27.01,158.91,59.84,18.67636199,14.53930301,22.08213332,2.327639202,12.04195573,10.56432672,2.86430014
,,,,,,,7.795337672,156,27.7,163.02,61.39,11.36220012,2.940357053,16.78380424,8.711579544,7.442330252,13.48765115,14.64026873
,,,,,,,1.463290737,157,27.58,162.27,61.11,12.47791353,2.379116612,14.02963679,12.16050436,20.97713485,8.853228929,8.05375709
,,,,,,,19.66046442,158,26.75,157.41,59.28,9.124087611,7.90919144,22.03734874,10.71772872,17.97844609,6.853356165,10.70955554
,,,,,,,18.6977578,159,26.18,154.05,58.01,2.279462361,21.91706356,14.881008,4.564848842,17.58276887,5.868552734,4.974567012
,,,,,,,17.51335333,160,25.04,147.33,55.48,5.0352833,15.41095385,19.13419553,13.35464525,6.416976718,7.708465087,8.74988933
,,,,,,,14.996732,161,23.83,140.23,52.81,10.97069649,17.44187828,20.71043839,1.610542579,6.105108115,7.276671649,13.10762714
,,,,,,,19.77684443,162,21.36,125.66,47.32,5.395587953,1.33217138,14.73721899,2.804022715,1.704203845,12.8006304,19.01207013
,,,,,,,13.58772519,163,18.37,108.1,40.71,10.45684643,14.09883703,20.22404104,21.56168499,15.72672502,16.48036362,20.83712941
,,,,,,,0.380184251,164,14.69,86.44,32.55,19.171818,16.32643889,3.977904405,5.388290872,3.26860621,7.026239092,0.948700248
,,,,,,,5.502741413,165,11.71,68.88,25.94,11.96363619,1.754139294,0.917568654,18.25707812,15.94559796,18.74386811,5.598883654
,,,,,,,14.27404925,166,9.1,53.57,20.17,0.365428963,10.95064712,22.31036112,0.792547641,12.12522788,7.850599211,15.56555746
,,,,,,,21.40340608,167,6.56,38.62,14.55,9.276633628,15.56643698,16.86122363,8.106685611,17.87400878,22.86458418,2.532363842
,,,,,,,2.63052025,168,4.47,26.3,9.9,10.86791343,15.89983305,20.07351211,5.092555419,20.0994213,7.247376605,8.733264248
