Quantity_tonne_per_hr_z1,Quantity_tonne_per_hr_z2,Quantity_tonne_per_hr_z3
1313.22727,1257.530788,
1331.647677,1263.310051,
1334.112714,1266.466764,
1346.32139,1282.674096,
1350.549741,1285.965955,
1361.901149,1288.092143,
1363.30946,1293.580507,
1377.560235,1294.405362,
1389.630659,1299.815435,
1391.698854,1300.322464,
1393.8878,1328.661942,
1401.228229,1335.348597,
1411.815883,1336.66909,
1414.445165,1340.973764,
1415.152686,1347.880174,
1416.153696,1363.122845,
1423.822203,1366.37504,
1428.330787,1367.731572,
1440.613613,1374.216078,
1444.999478,1378.247562,
1453.769242,1378.712857,
1457.659676,1385.533208,
1463.570151,1387.151124,
1470.872574,1396.951826,
1475.223229,1415.402058,
1477.435372,1417.198616,
1484.42349,1419.118202,
1507.353931,1431.180963,
1512.560923,1435.556887,
1525.769988,1438.687917,
1532.11821,1441.182985,
1544.010408,1444.983944,
1562.098284,1448.046107,
1568.475192,1450.829694,
1578.459299,1456.656906,
1583.42396,1459.088907,
1587.215288,1478.499657,
1591.073309,1478.599592,
1602.516575,1487.31799,
1602.827565,1487.51786,
1615.643931,1491.528528,
1618.791634,1508.377724,
1622.062263,1512.909091,
1630.444402,1520.535553,
1634.358448,1521.42534,
1655.246687,1527.963491,
1658.034106,1540.671119,
1663.602625,1547.906332,
1678.256041,1555.021725,
1687.729079,1555.085725,
1692.85633,1558.159797,
1699.117147,1585.085475,
1707.142418,1585.522498,
1714.37411,1586.38246,
1729.28104,1593.714501,
1734.068096,1594.9072,
1734.977663,1595.92478,
1736.368783,1599.6286,
1739.864137,1602.244109,
1741.29927,1620.785266,
1745.186184,1627.798861,
1750.015286,1636.557854,
1754.047701,1641.792392,
1760.595379,1644.501312,
1762.522215,1645.045727,
1765.66008,1649.818699,
1770.750567,1653.364797,
1775.987902,1670.805838,
1779.888693,1691.252498,
1784.625419,1692.742621,
1789.410404,1694.130531,
1802.100531,1697.572137,
1808.014216,1697.640487,
1812.525699,1711.824362,
1815.988743,1715.194615,
1824.00314,1720.802694,
1826.000914,1728.595577,
1834.704502,1753.837785,
1842.575987,1768.408146,
1854.033647,1779.904848,
1859.892445,1805.228455,
1863.67321,1815.31726,
1868.207891,1830.274728,
1871.762067,1839.811248,
1874.753291,1839.834031,
1877.840722,1841.451948,
1878.283337,1846.520066,
1880.385396,1846.926021,
1887.360984,1847.379716,
1895.586126,1856.567137,
1899.184729,1858.777623,
1901.413856,1859.208328,
1904.121947,1867.495295,
1913.461083,1871.999322,
1917.265459,1880.947416,
1924.737824,1891.19384,
1931.987121,1895.820068,
1932.375678,1897.784392,
1935.190643,1897.832651,
1935.906656,1903.040575,
1947.316989,1906.794725,
1968.845125,1907.199126,
1972.894214,1908.108382,
1974.579962,1908.750143,
1976.194979,1909.332356,
1980.041608,1916.889847,
1981.039511,1923.575053,
1983.022683,1930.024868,
1996.257742,1930.227638,
2001.777174,1931.883457,
2002.676696,1935.017491,
2003.162288,1941.991836,
2007.081202,1942.557066,
2016.259819,1958.601705,
2018.658992,1959.452242,
2020.518203,1959.8903,
2028.699021,1962.814936,
2035.081625,1964.387182,
2052.291934,1974.615379,
2055.860401,1979.061931,
2067.179498,1981.489582,
2074.179216,1982.683731,
2074.684795,1987.322386,
2083.498157,1987.813467,
2093.955118,1987.895798,
2095.139843,1988.137196,
2103.962629,1989.798297,
2105.11318,2001.955504,
2107.152895,2002.727025,
2118.24675,2012.07952,
2123.13136,2023.410941,
2128.055737,2024.763744,
2141.45732,2024.911006,
2141.989618,2025.129828,
2151.428689,2026.843641,
2164.524356,2033.070698,
2171.764125,2035.800537,
2178.684309,2042.848306,
2184.946576,2046.113446,
2198.94425,2049.235777,
2199.714943,2050.14348,
2203.232873,2050.321603,
2208.437172,2050.601836,
2217.849317,2050.76691,
2226.610692,2052.472335,
2231.100324,2056.17398,
2236.87441,2067.680935,
2242.36236,2067.828508,
2258.606766,2072.307163,
2260.664294,2076.697792,
2270.671909,2081.960188,
2283.719939,2085.492099,
2286.039681,2085.760733,
2295.389586,2090.357653,
2303.757123,2092.829318,
2309.445047,2098.022536,
2322.099135,2098.281125,
2328.776885,2099.196905,
2331.238503,2103.455806,
2341.721354,2109.792844,
2360.705645,2115.066942,
2371.166748,2116.097053,
2379.178557,2119.539177,
2388.465705,2119.727552,
2394.379286,2120.48965,
2405.103328,2125.136486,
2405.547807,2128.264927,
2418.014348,2141.068659,
2423.650182,2141.404193,
2427.436332,2145.853644,
2427.72806,2151.404869,
2433.187117,2151.821698,
2440.10875,2154.513013,
2447.575419,2154.701492,
2453.409776,2154.825039,
2461.04183,2167.458207,
2462.28631,2167.834441,
2462.721365,2168.085677,
2468.105962,2168.391489,
2469.414234,2170.359024,
2470.863141,2170.726765,
2475.712437,2175.662637,
2486.244272,2180.405266,
2493.644766,2185.543909,
2495.457996,2186.459275,
2496.300663,2188.777256,
2505.095695,2189.4738,
2526.633255,2193.171613,
2536.557711,2193.85107,
2538.687213,2194.077245,
2546.766957,2194.499562,
2555.836215,2195.056507,
2560.447945,,
2568.542394,,
2569.007171,,
2571.108194,,
2576.844584,,
2578.650151,,
2590.221002,,
2598.383594,,
2598.951516,,
2599.254325,,
2610.864944,,
2615.579819,,
2616.474784,,
2620.147536,,
2623.005582,,
2643.586973,,
2660.461541,,
2680.808059,,
2685.134067,,
2693.760399,,
2717.319138,,
2721.740421,,
2724.940111,,
2736.951506,,
2739.924711,,
2748.474409,,
2760.094452,,
2761.3642,,
2766.746725,,
2767.046946,,
2767.226622,,
2773.119595,,
2776.660101,,
2776.918276,,
2778.319234,,
2782.611585,,
2783.596646,,
2794.406954,,
2797.827952,,
2806.470129,,
2807.793418,,
2818.84388,,
2824.792154,,
2829.121994,,
2835.042099,,
2837.429258,,
2843.511124,,
2858.942792,,
2861.73746,,
2865.413733,,
2866.073927,,
2874.589865,,
2878.919394,,
2887.297597,,
2899.375995,,
2903.95821,,
2910.642173,,
2912.738537,,
2916.592415,,
2919.561891,,
2931.121558,,
2938.278169,,
2939.761872,,
2944.62753,,
2956.832893,,
2964.982643,,
2971.076004,,
2971.978321,,
2972.090063,,
2978.004783,,
2980.287243,,
2992.446625,,
3010.713453,,
3016.430477,,
3025.001198,,
3031.909886,,
3033.02388,,
3040.104271,,
3046.513904,,
3054.646359,,
3066.03712,,
3073.972812,,
3076.43557,,
3084.431119,,
3089.90892,,
3094.599769,,
3109.102609,,
3114.890986,,
3119.817848,,
3126.249747,,
3130.709761,,
3135.549633,,
3144.036678,,
3150.355488,,
3155.645535,,
3175.70105,,
3176.10949,,
3177.582008,,
3191.384265,,
3197.253729,,
3210.611714,,
3214.552168,,
3220.91872,,
3222.506086,,
3229.27238,,
3237.422855,,
3249.812036,,
3257.873243,,
3271.158528,,
3271.903435,,
3293.554703,,
3299.026291,,
3305.745257,,
3315.975215,,
3327.841834,,
3336.173331,,
3341.461514,,
3353.856806,,
3354.475059,,
3361.869443,,
3364.384809,,
3377.467428,,
3377.618936,,
3380.453888,,
3398.853687,,
3404.653145,,
3415.149252,,
3417.704799,,
3424.125824,,
3432.174914,,
3439.956715,,
3442.614477,,
3444.5875,,
3455.846015,,
3472.365269,,
3487.734697,,
3499.495892,,
3503.350081,,
3519.256571,,
3519.751691,,
3531.912627,,
3533.874155,,
3536.440783,,
3540.103386,,
3555.814045,,
3569.287913,,
3569.356884,,
3581.860603,,
3589.364243,,
3598.09165,,
3604.555238,,
3618.166012,,
3618.458051,,
3625.514519,,
3634.271544,,
3635.113383,,
3641.573967,,
3642.09798,,
3642.413217,,
3655.001337,,
3660.891721,,
3665.877301,,
3689.453127,,
3692.769323,,
3706.575825,,
3716.14942,,
3728.562421,,
3733.287652,,
3746.199293,,
3752.691671,,
3760.112773,,
3789.297611,,
3805.868748,,
3812.490679,,
3830.725714,,
3831.228393,,
3839.586299,,
3843.648125,,
3869.337402,,
3878.772434,,
3880.976188,,
3893.116516,,
3895.612931,,
3896.315377,,
3903.971147,,
3914.846904,,
3933.131647,,
3936.854937,,
3940.480569,,
3945.808208,,
3949.999277,,
3956.052043,,
3961.905455,,
3970.188176,,
3975.63522,,
3982.358536,,
4005.954867,,
4027.492323,,
4033.324092,,
4037.900818,,
4045.044173,,
4051.844848,,
4062.735104,,
4069.69029,,
4072.969929,,
4073.517554,,
4086.981273,,
4091.955773,,
4098.41584,,
4103.876139,,
4106.227777,,
4112.614109,,
4120.632856,,
4120.676869,,
4124.298255,,
4130.621519,,
4133.093805,,
4136.959489,,
4150.15592,,
4169.563149,,
4186.238365,,
4191.301822,,
4196.726808,,
4223.620486,,
4244.085269,,
4251.624844,,
4266.151191,,
4269.262856,,
4270.297523,,
4279.739183,,
4285.586692,,
4291.883859,,
4298.826515,,
4304.748795,,
4306.065145,,
4311.964538,,
4328.920712,,
4331.456376,,
4336.70707,,
4345.62451,,
4359.030961,,
4367.611934,,
4371.906874,,
4376.607251,,
4385.837027,,
4394.431774,,
4402.508307,,
4417.893684,,
4420.425516,,
4423.036883,,
4435.305314,,
4440.984021,,
4450.535661,,
4451.788115,,
4451.985396,,
4460.082331,,
4477.668874,,
4485.082313,,
4488.922728,,
4501.924984,,
4502.010214,,
4502.06914,,
4510.257103,,
4514.800794,,
4531.043336,,
4540.487171,,
4546.452635,,
4562.516537,,
4568.89127,,
4574.980282,,
4586.294719,,
4586.439495,,
4598.966412,,
4599.445583,,
4602.514063,,
4622.910497,,
4629.336699,,
4646.936497,,
4658.529718,,
4663.390923,,
4680.432844,,
4689.503242,,
4700.853096,,
4716.826383,,
4718.04114,,
4723.376857,,
4734.806453,,
4745.070482,,
4757.986059,,
4767.190048,,
4769.592949,,
4777.890789,,
4783.937859,,
4794.633319,,
4799.060505,,
4810.242074,,
4816.586465,,
4832.437136,,
4834.190923,,
4839.532646,,
4843.448971,,
4845.627768,,
4852.573013,,
4856.452988,,
4859.859695,,
4860.906582,,
4862.450246,,
4868.862261,,
4869.352927,,
4871.613122,,
4884.516064,,
4889.676247,,
4890.851859,,
4894.239925,,
4895.528624,,
4909.524331,,
4914.357782,,
4915.804618,,
4919.045111,,
4919.283298,,
4924.536064,,
4934.797814,,
4940.179201,,
4944.270335,,
4945.141999,,
4955.326287,,
4957.905549,,
4961.182185,,
4966.856542,,
4973.061541,,
4984.598114,,
4986.260975,,
4987.190736,,
4990.012433,,
5002.636592,,
5017.358771,,
5018.853244,,
5019.130992,,
5022.459511,,
5027.208768,,
5036.213405,,
5038.238415,,
5041.268163,,
5043.431012,,
