Time_Index,HSC_elec_price_z1,HSC_elec_price_z2,HSC_elec_price_z3
150,5.45,5.45,5.28
151,5.45,5.45,5.28
152,5.45,5.45,5.28
153,5.45,5.45,5.28
154,5.45,5.45,5.28
155,5.45,5.45,5.28
156,5.45,5.45,5.28
157,5.45,5.45,5.28
158,5.45,5.45,5.28
159,5.45,5.45,5.28
160,5.45,5.45,5.28
161,5.45,5.45,5.28
162,5.45,5.45,5.28
163,5.45,5.45,5.28
164,5.45,5.45,5.28
165,5.45,5.45,5.28
166,5.45,5.45,5.28
167,5.45,5.45,5.28
168,5.45,5.45,5.28
169,5.45,5.45,5.28
170,5.45,5.45,5.28
171,5.45,5.45,5.28
172,5.45,5.45,5.28
173,5.45,5.45,5.28
174,5.45,5.45,5.28
175,5.45,5.45,5.28
176,5.45,5.45,5.28
177,5.45,5.45,5.28
178,5.45,5.45,5.28
179,5.45,5.45,5.28
180,5.45,5.45,5.28
181,5.45,5.45,5.28
182,5.45,5.45,5.28
183,5.45,5.45,5.28
184,5.45,5.45,5.28
185,5.45,5.45,5.28
186,5.45,5.45,5.28
187,5.45,5.45,5.28
188,5.45,5.45,5.28
189,5.45,5.45,5.28
190,5.45,5.45,5.28
191,5.45,5.45,5.28
192,5.45,5.45,5.28
193,5.45,5.45,5.28
194,5.45,5.45,5.28
195,5.45,5.45,5.28
196,5.45,5.45,5.28
197,5.45,5.45,5.28
198,5.45,5.45,5.28
199,5.45,5.45,5.28
200,5.45,5.45,5.28
201,5.45,5.45,5.28
202,5.45,5.45,5.28
203,5.45,5.45,5.28
204,5.45,5.45,5.28
205,5.45,5.45,5.28
206,5.45,5.45,5.28
207,5.45,5.45,5.28
208,5.45,5.45,5.28
209,5.45,5.45,5.28
210,5.45,5.45,5.28
211,5.45,5.45,5.28
212,5.45,5.45,5.28
213,5.45,5.45,5.28
214,5.45,5.45,5.28
215,5.45,5.45,5.28
216,5.45,5.45,5.28
217,5.45,5.45,5.28
218,5.45,5.45,5.28
219,5.45,5.45,5.28
220,5.45,5.45,5.28
221,5.45,5.45,5.28
222,5.45,5.45,5.28
223,5.45,5.45,5.28
224,5.45,5.45,5.28
225,5.45,5.45,5.28
226,5.45,5.45,5.28
227,5.45,5.45,5.28
228,5.45,5.45,5.28
229,5.45,5.45,5.28
230,5.45,5.45,5.28
231,5.45,5.45,5.28
232,5.45,5.45,5.28
233,5.45,5.45,5.28
234,5.45,5.45,5.28
235,5.45,5.45,5.28
236,5.45,5.45,5.28
237,5.45,5.45,5.28
238,5.45,5.45,5.28
239,5.45,5.45,5.28
240,5.45,5.45,5.28
241,5.45,5.45,5.28
242,5.45,5.45,5.28
243,5.45,5.45,5.28
244,5.45,5.45,5.28
245,5.45,5.45,5.28
246,5.45,5.45,5.28
247,5.45,5.45,5.28
248,5.45,5.45,5.28
249,5.45,5.45,5.28
250,5.45,5.45,5.28
251,5.45,5.45,5.28
252,5.45,5.45,5.28
253,5.45,5.45,5.28
254,5.45,5.45,5.28
255,5.45,5.45,5.28
256,5.45,5.45,5.28
257,5.45,5.45,5.28
258,5.45,5.45,5.28
259,5.45,5.45,5.28
260,5.45,5.45,5.28
261,5.45,5.45,5.28
262,5.45,5.45,5.28
263,5.45,5.45,5.28
264,5.45,5.45,5.28
265,5.45,5.45,5.28
266,5.45,5.45,5.28
267,5.45,5.45,5.28
268,5.45,5.45,5.28
269,5.45,5.45,5.28
270,5.45,5.45,5.28
271,5.45,5.45,5.28
272,5.45,5.45,5.28
273,5.45,5.45,5.28
274,5.45,5.45,5.28
275,5.45,5.45,5.28
276,5.45,5.45,5.28
277,5.45,5.45,5.28
278,5.45,5.45,5.28
279,5.45,5.45,5.28
280,5.45,5.45,5.28
281,5.45,5.45,5.28
282,5.45,5.45,5.28
283,5.45,5.45,5.28
284,5.45,5.45,5.28
285,5.45,5.45,5.28
286,5.45,5.45,5.28
287,5.45,5.45,5.28
288,5.45,5.45,5.28
289,5.45,5.45,5.28
290,5.45,5.45,5.28
291,5.45,5.45,5.28
292,5.45,5.45,5.28
293,5.45,5.45,5.28
294,5.45,5.45,5.28
295,5.45,5.45,5.28
296,5.45,5.45,5.28
297,5.45,5.45,5.28
298,5.45,5.45,5.28
299,5.45,5.45,5.28
300,5.45,5.45,5.28
301,5.45,5.45,5.28
302,5.45,5.45,5.28
303,5.45,5.45,5.28
304,5.45,5.45,5.28
305,5.45,5.45,5.28
306,5.45,5.45,5.28
307,5.45,5.45,5.28
308,5.45,5.45,5.28
309,5.45,5.45,5.28
310,5.45,5.45,5.28
311,5.45,5.45,5.28
312,5.45,5.45,5.28
313,5.45,5.45,5.28
314,5.45,5.45,5.28
315,5.45,5.45,5.28
316,5.45,5.45,5.28
317,5.45,5.45,5.28
318,5.45,5.45,5.28
319,5.45,5.45,5.28
320,5.45,5.45,5.28
321,5.45,5.45,5.28
322,5.45,5.45,5.28
323,5.45,5.45,5.28
324,5.45,5.45,5.28
325,5.45,5.45,5.28
326,5.45,5.45,5.28
327,5.45,5.45,5.28
328,5.45,5.45,5.28
329,5.45,5.45,5.28
330,5.45,5.45,5.28
331,5.45,5.45,5.28
332,5.45,5.45,5.28
333,5.45,5.45,5.28
334,5.45,5.45,5.28
335,5.45,5.45,5.28
336,5.45,5.45,5.28
337,5.45,5.45,5.28
338,5.45,5.45,5.28
339,5.45,5.45,5.28
340,5.45,5.45,5.28
341,5.45,5.45,5.28
342,5.45,5.45,5.28
343,5.45,5.45,5.28
344,5.45,5.45,5.28
345,5.45,5.45,5.28
346,5.45,5.45,5.28
347,5.45,5.45,5.28
348,5.45,5.45,5.28
349,5.45,5.45,5.28
350,5.45,5.45,5.28
351,5.45,5.45,5.28
352,5.45,5.45,5.28
353,5.45,5.45,5.28
354,5.45,5.45,5.28
355,5.45,5.45,5.28
356,5.45,5.45,5.28
357,5.45,5.45,5.28
358,5.45,5.45,5.28
359,5.45,5.45,5.28
360,5.45,5.45,5.28
361,5.45,5.45,5.28
362,5.45,5.45,5.28
363,5.45,5.45,5.28
364,5.45,5.45,5.28
365,5.45,5.45,5.28
366,5.45,5.45,5.28
367,5.45,5.45,5.28
368,5.45,5.45,5.28
369,5.45,5.45,5.28
370,5.45,5.45,5.28
371,5.45,5.45,5.28
372,5.45,5.45,5.28
373,5.45,5.45,5.28
374,5.45,5.45,5.28
375,5.45,5.45,5.28
376,5.45,5.45,5.28
377,5.45,5.45,5.28
378,5.45,5.45,5.28
379,5.45,5.45,5.28
380,5.45,5.45,5.28
381,5.45,5.45,5.28
382,5.45,5.45,5.28
383,5.45,5.45,5.28
384,5.45,5.45,5.28
385,5.45,5.45,5.28
386,5.45,5.45,5.28
387,5.45,5.45,5.28
388,5.45,5.45,5.28
389,5.45,5.45,5.28
390,5.45,5.45,5.28
391,5.45,5.45,5.28
392,5.45,5.45,5.28
393,5.45,5.45,5.28
394,5.45,5.45,5.28
395,5.45,5.45,5.28
396,5.45,5.45,5.28
397,5.45,5.45,5.28
398,5.45,5.45,5.28
399,5.45,5.45,5.28
400,5.45,5.45,5.28
401,5.45,5.45,5.28
402,5.45,5.45,5.28
403,5.45,5.45,5.28
404,5.45,5.45,5.28
405,5.45,5.45,5.28
406,5.45,5.45,5.28
407,5.45,5.45,5.28
408,5.45,5.45,5.28
409,5.45,5.45,5.28
410,5.45,5.45,5.28
411,5.45,5.45,5.28
412,5.45,5.45,5.28
413,5.45,5.45,5.28
414,5.45,5.45,5.28
415,5.45,5.45,5.28
416,5.45,5.45,5.28
417,5.45,5.45,5.28
418,5.45,5.45,5.28
419,5.45,5.45,5.28
420,5.45,5.45,5.28
421,5.45,5.45,5.28
422,5.45,5.45,5.28
423,5.45,5.45,5.28
424,5.45,5.45,5.28
425,5.45,5.45,5.28
426,5.45,5.45,5.28
427,5.45,5.45,5.28
428,5.45,5.45,5.28
429,5.45,5.45,5.28
430,5.45,5.45,5.28
431,5.45,5.45,5.28
432,5.45,5.45,5.28
433,5.45,5.45,5.28
434,5.45,5.45,5.28
435,5.45,5.45,5.28
436,5.45,5.45,5.28
437,5.45,5.45,5.28
438,5.45,5.45,5.28
439,5.45,5.45,5.28
440,5.45,5.45,5.28
441,5.45,5.45,5.28
442,5.45,5.45,5.28
443,5.45,5.45,5.28
444,5.45,5.45,5.28
445,5.45,5.45,5.28
446,5.45,5.45,5.28
447,5.45,5.45,5.28
448,5.45,5.45,5.28
449,5.45,5.45,5.28
450,5.45,5.45,5.28
451,5.45,5.45,5.28
452,5.45,5.45,5.28
453,5.45,5.45,5.28
454,5.45,5.45,5.28
455,5.45,5.45,5.28
456,5.45,5.45,5.28
457,5.45,5.45,5.28
458,5.45,5.45,5.28
459,5.45,5.45,5.28
460,5.45,5.45,5.28
461,5.45,5.45,5.28
462,5.45,5.45,5.28
463,5.45,5.45,5.28
464,5.45,5.45,5.28
465,5.45,5.45,5.28
466,5.45,5.45,5.28
467,5.45,5.45,5.28
468,5.45,5.45,5.28
469,5.45,5.45,5.28
470,5.45,5.45,5.28
471,5.45,5.45,5.28
472,5.45,5.45,5.28
473,5.45,5.45,5.28
474,5.45,5.45,5.28
475,5.45,5.45,5.28
476,5.45,5.45,5.28
477,5.45,5.45,5.28
478,5.45,5.45,5.28
479,5.45,5.45,5.28
480,5.45,5.45,5.28
481,5.45,5.45,5.28
482,5.45,5.45,5.28
483,5.45,5.45,5.28
484,5.45,5.45,5.28
485,5.45,5.45,5.28
486,5.45,5.45,5.28
487,5.45,5.45,5.28
488,5.45,5.45,5.28
489,5.45,5.45,5.28
490,5.45,5.45,5.28
491,5.45,5.45,5.28
492,5.45,5.45,5.28
493,5.45,5.45,5.28
494,5.45,5.45,5.28
495,5.45,5.45,5.28
496,5.45,5.45,5.28
497,5.45,5.45,5.28
498,5.45,5.45,5.28
499,5.45,5.45,5.28
500,5.45,5.45,5.28
501,5.45,5.45,5.28
502,5.45,5.45,5.28
503,5.45,5.45,5.28
504,5.45,5.45,5.28
505,5.45,5.45,5.28
506,5.45,5.45,5.28
507,5.45,5.45,5.28
508,5.45,5.45,5.28
509,5.45,5.45,5.28
510,5.45,5.45,5.28
511,5.45,5.45,5.28
512,5.45,5.45,5.28
513,5.45,5.45,5.28
514,5.45,5.45,5.28
515,5.45,5.45,5.28
516,5.45,5.45,5.28
517,5.45,5.45,5.28
518,5.45,5.45,5.28
519,5.45,5.45,5.28
520,5.45,5.45,5.28
521,5.45,5.45,5.28
522,5.45,5.45,5.28
523,5.45,5.45,5.28
524,5.45,5.45,5.28
525,5.45,5.45,5.28
526,5.45,5.45,5.28
527,5.45,5.45,5.28
528,5.45,5.45,5.28
529,5.45,5.45,5.28
530,5.45,5.45,5.28
531,5.45,5.45,5.28
532,5.45,5.45,5.28
533,5.45,5.45,5.28
534,5.45,5.45,5.28
535,5.45,5.45,5.28
536,5.45,5.45,5.28
537,5.45,5.45,5.28
538,5.45,5.45,5.28
539,5.45,5.45,5.28
540,5.45,5.45,5.28
541,5.45,5.45,5.28
542,5.45,5.45,5.28
543,5.45,5.45,5.28
544,5.45,5.45,5.28
545,5.45,5.45,5.28
546,5.45,5.45,5.28
547,5.45,5.45,5.28
548,5.45,5.45,5.28
549,5.45,5.45,5.28
550,5.45,5.45,5.28
551,5.45,5.45,5.28
552,5.45,5.45,5.28
553,5.45,5.45,5.28
554,5.45,5.45,5.28
555,5.45,5.45,5.28
556,5.45,5.45,5.28
557,5.45,5.45,5.28
558,5.45,5.45,5.28
559,5.45,5.45,5.28
560,5.45,5.45,5.28
561,5.45,5.45,5.28
562,5.45,5.45,5.28
563,5.45,5.45,5.28
564,5.45,5.45,5.28
565,5.45,5.45,5.28
566,5.45,5.45,5.28
567,5.45,5.45,5.28
568,5.45,5.45,5.28
569,5.45,5.45,5.28
570,5.45,5.45,5.28
571,5.45,5.45,5.28
572,5.45,5.45,5.28
573,5.45,5.45,5.28
574,5.45,5.45,5.28
575,5.45,5.45,5.28
576,5.45,5.45,5.28
577,5.45,5.45,5.28
578,5.45,5.45,5.28
579,5.45,5.45,5.28
580,5.45,5.45,5.28
581,5.45,5.45,5.28
582,5.45,5.45,5.28
583,5.45,5.45,5.28
584,5.45,5.45,5.28
585,5.45,5.45,5.28
586,5.45,5.45,5.28
587,5.45,5.45,5.28
588,5.45,5.45,5.28
589,5.45,5.45,5.28
590,5.45,5.45,5.28
591,5.45,5.45,5.28
592,5.45,5.45,5.28
593,5.45,5.45,5.28
594,5.45,5.45,5.28
595,5.45,5.45,5.28
596,5.45,5.45,5.28
597,5.45,5.45,5.28
598,5.45,5.45,5.28
599,5.45,5.45,5.28
600,5.45,5.45,5.28
601,5.45,5.45,5.28
602,5.45,5.45,5.28
603,5.45,5.45,5.28
604,5.45,5.45,5.28
605,5.45,5.45,5.28
606,5.45,5.45,5.28
607,5.45,5.45,5.28
608,5.45,5.45,5.28
609,5.45,5.45,5.28
610,5.45,5.45,5.28
611,5.45,5.45,5.28
612,5.45,5.45,5.28
613,5.45,5.45,5.28
614,5.45,5.45,5.28
615,5.45,5.45,5.28
616,5.45,5.45,5.28
617,5.45,5.45,5.28
618,5.45,5.45,5.28
619,5.45,5.45,5.28
620,5.45,5.45,5.28
621,5.45,5.45,5.28
622,5.45,5.45,5.28
623,5.45,5.45,5.28
624,5.45,5.45,5.28
625,5.45,5.45,5.28
626,5.45,5.45,5.28
627,5.45,5.45,5.28
628,5.45,5.45,5.28
629,5.45,5.45,5.28
630,5.45,5.45,5.28
631,5.45,5.45,5.28
632,5.45,5.45,5.28
633,5.45,5.45,5.28
634,5.45,5.45,5.28
635,5.45,5.45,5.28
636,5.45,5.45,5.28
637,5.45,5.45,5.28
638,5.45,5.45,5.28
639,5.45,5.45,5.28
640,5.45,5.45,5.28
641,5.45,5.45,5.28
642,5.45,5.45,5.28
643,5.45,5.45,5.28
644,5.45,5.45,5.28
645,5.45,5.45,5.28
646,5.45,5.45,5.28
647,5.45,5.45,5.28
648,5.45,5.45,5.28
649,5.45,5.45,5.28
650,5.45,5.45,5.28
651,5.45,5.45,5.28
652,5.45,5.45,5.28
653,5.45,5.45,5.28
654,5.45,5.45,5.28
655,5.45,5.45,5.28
656,5.45,5.45,5.28
657,5.45,5.45,5.28
658,5.45,5.45,5.28
659,5.45,5.45,5.28
660,5.45,5.45,5.28
661,5.45,5.45,5.28
662,5.45,5.45,5.28
663,5.45,5.45,5.28
664,5.45,5.45,5.28
665,5.45,5.45,5.28
666,5.45,5.45,5.28
667,5.45,5.45,5.28
668,5.45,5.45,5.28
669,5.45,5.45,5.28
670,5.45,5.45,5.28
671,5.45,5.45,5.28
672,5.45,5.45,5.28
673,5.45,5.45,5.28
674,5.45,5.45,5.28
675,5.45,5.45,5.28
676,5.45,5.45,5.28
677,5.45,5.45,5.28
678,5.45,5.45,5.28
679,5.45,5.45,5.28
680,5.45,5.45,5.28
681,5.45,5.45,5.28
682,5.45,5.45,5.28
683,5.45,5.45,5.28
684,5.45,5.45,5.28
685,5.45,5.45,5.28
686,5.45,5.45,5.28
687,5.45,5.45,5.28
688,5.45,5.45,5.28
689,5.45,5.45,5.28
690,5.45,5.45,5.28
691,5.45,5.45,5.28
692,5.45,5.45,5.28
693,5.45,5.45,5.28
694,5.45,5.45,5.28
695,5.45,5.45,5.28
696,5.45,5.45,5.28
697,5.45,5.45,5.28
698,5.45,5.45,5.28
699,5.45,5.45,5.28
700,5.45,5.45,5.28
701,5.45,5.45,5.28
702,5.45,5.45,5.28
703,5.45,5.45,5.28
704,5.45,5.45,5.28
705,5.45,5.45,5.28
706,5.45,5.45,5.28
707,5.45,5.45,5.28
708,5.45,5.45,5.28
709,5.45,5.45,5.28
710,5.45,5.45,5.28
711,5.45,5.45,5.28
712,5.45,5.45,5.28
713,5.45,5.45,5.28
714,5.45,5.45,5.28
715,5.45,5.45,5.28
716,5.45,5.45,5.28
717,5.45,5.45,5.28
718,5.45,5.45,5.28
719,5.45,5.45,5.28
720,5.45,5.45,5.28
721,5.45,5.45,5.28
722,5.45,5.45,5.28
723,5.45,5.45,5.28
724,5.45,5.45,5.28
725,5.45,5.45,5.28
726,5.45,5.45,5.28
727,5.45,5.45,5.28
728,5.45,5.45,5.28
729,5.45,5.45,5.28
730,5.45,5.45,5.28
731,5.45,5.45,5.28
732,5.45,5.45,5.28
733,5.45,5.45,5.28
734,5.45,5.45,5.28
735,5.45,5.45,5.28
736,5.45,5.45,5.28
737,5.45,5.45,5.28
738,5.45,5.45,5.28
739,5.45,5.45,5.28
740,5.45,5.45,5.28
741,5.45,5.45,5.28
742,5.45,5.45,5.28
743,5.45,5.45,5.28
744,5.45,5.45,5.28
745,4.09,4.09,3.98
746,4.09,4.09,3.98
747,4.09,4.09,3.98
748,4.09,4.09,3.98
749,4.09,4.09,3.98
750,4.09,4.09,3.98
751,4.09,4.09,3.98
752,4.09,4.09,3.98
753,4.09,4.09,3.98
754,4.09,4.09,3.98
755,4.09,4.09,3.98
756,4.09,4.09,3.98
757,4.09,4.09,3.98
758,4.09,4.09,3.98
759,4.09,4.09,3.98
760,4.09,4.09,3.98
761,4.09,4.09,3.98
762,4.09,4.09,3.98
763,4.09,4.09,3.98
764,4.09,4.09,3.98
765,4.09,4.09,3.98
766,4.09,4.09,3.98
767,4.09,4.09,3.98
768,4.09,4.09,3.98
769,4.09,4.09,3.98
770,4.09,4.09,3.98
771,4.09,4.09,3.98
772,4.09,4.09,3.98
773,4.09,4.09,3.98
774,4.09,4.09,3.98
775,4.09,4.09,3.98
776,4.09,4.09,3.98
777,4.09,4.09,3.98
778,4.09,4.09,3.98
779,4.09,4.09,3.98
780,4.09,4.09,3.98
781,4.09,4.09,3.98
782,4.09,4.09,3.98
783,4.09,4.09,3.98
784,4.09,4.09,3.98
785,4.09,4.09,3.98
786,4.09,4.09,3.98
787,4.09,4.09,3.98
788,4.09,4.09,3.98
789,4.09,4.09,3.98
790,4.09,4.09,3.98
791,4.09,4.09,3.98
792,4.09,4.09,3.98
793,4.09,4.09,3.98
794,4.09,4.09,3.98
795,4.09,4.09,3.98
796,4.09,4.09,3.98
797,4.09,4.09,3.98
798,4.09,4.09,3.98
799,4.09,4.09,3.98
800,4.09,4.09,3.98
801,4.09,4.09,3.98
802,4.09,4.09,3.98
803,4.09,4.09,3.98
804,4.09,4.09,3.98
805,4.09,4.09,3.98
806,4.09,4.09,3.98
807,4.09,4.09,3.98
808,4.09,4.09,3.98
809,4.09,4.09,3.98
810,4.09,4.09,3.98
811,4.09,4.09,3.98
812,4.09,4.09,3.98
813,4.09,4.09,3.98
814,4.09,4.09,3.98
815,4.09,4.09,3.98
816,4.09,4.09,3.98
817,4.09,4.09,3.98
818,4.09,4.09,3.98
819,4.09,4.09,3.98
820,4.09,4.09,3.98
821,4.09,4.09,3.98
822,4.09,4.09,3.98
823,4.09,4.09,3.98
824,4.09,4.09,3.98
825,4.09,4.09,3.98
826,4.09,4.09,3.98
827,4.09,4.09,3.98
828,4.09,4.09,3.98
829,4.09,4.09,3.98
830,4.09,4.09,3.98
831,4.09,4.09,3.98
832,4.09,4.09,3.98
833,4.09,4.09,3.98
834,4.09,4.09,3.98
835,4.09,4.09,3.98
836,4.09,4.09,3.98
837,4.09,4.09,3.98
838,4.09,4.09,3.98
839,4.09,4.09,3.98
840,4.09,4.09,3.98
841,4.09,4.09,3.98
842,4.09,4.09,3.98
843,4.09,4.09,3.98
844,4.09,4.09,3.98
845,4.09,4.09,3.98
846,4.09,4.09,3.98
847,4.09,4.09,3.98
848,4.09,4.09,3.98
849,4.09,4.09,3.98
850,4.09,4.09,3.98
851,4.09,4.09,3.98
852,4.09,4.09,3.98
853,4.09,4.09,3.98
854,4.09,4.09,3.98
855,4.09,4.09,3.98
856,4.09,4.09,3.98
857,4.09,4.09,3.98
858,4.09,4.09,3.98
859,4.09,4.09,3.98
860,4.09,4.09,3.98
861,4.09,4.09,3.98
862,4.09,4.09,3.98
863,4.09,4.09,3.98
864,4.09,4.09,3.98
865,4.09,4.09,3.98
866,4.09,4.09,3.98
867,4.09,4.09,3.98
868,4.09,4.09,3.98
869,4.09,4.09,3.98
870,4.09,4.09,3.98
871,4.09,4.09,3.98
872,4.09,4.09,3.98
873,4.09,4.09,3.98
874,4.09,4.09,3.98
875,4.09,4.09,3.98
876,4.09,4.09,3.98
877,4.09,4.09,3.98
878,4.09,4.09,3.98
879,4.09,4.09,3.98
880,4.09,4.09,3.98
881,4.09,4.09,3.98
882,4.09,4.09,3.98
883,4.09,4.09,3.98
884,4.09,4.09,3.98
885,4.09,4.09,3.98
886,4.09,4.09,3.98
887,4.09,4.09,3.98
888,4.09,4.09,3.98
889,4.09,4.09,3.98
890,4.09,4.09,3.98
891,4.09,4.09,3.98
892,4.09,4.09,3.98
893,4.09,4.09,3.98
894,4.09,4.09,3.98
895,4.09,4.09,3.98
896,4.09,4.09,3.98
897,4.09,4.09,3.98
898,4.09,4.09,3.98
899,4.09,4.09,3.98
900,4.09,4.09,3.98
901,4.09,4.09,3.98
902,4.09,4.09,3.98
903,4.09,4.09,3.98
904,4.09,4.09,3.98
905,4.09,4.09,3.98
906,4.09,4.09,3.98
907,4.09,4.09,3.98
908,4.09,4.09,3.98
909,4.09,4.09,3.98
910,4.09,4.09,3.98
911,4.09,4.09,3.98
912,4.09,4.09,3.98
913,4.09,4.09,3.98
914,4.09,4.09,3.98
915,4.09,4.09,3.98
916,4.09,4.09,3.98
917,4.09,4.09,3.98
918,4.09,4.09,3.98
919,4.09,4.09,3.98
920,4.09,4.09,3.98
921,4.09,4.09,3.98
922,4.09,4.09,3.98
923,4.09,4.09,3.98
924,4.09,4.09,3.98
925,4.09,4.09,3.98
926,4.09,4.09,3.98
927,4.09,4.09,3.98
928,4.09,4.09,3.98
929,4.09,4.09,3.98
930,4.09,4.09,3.98
931,4.09,4.09,3.98
932,4.09,4.09,3.98
933,4.09,4.09,3.98
934,4.09,4.09,3.98
935,4.09,4.09,3.98
936,4.09,4.09,3.98
937,4.09,4.09,3.98
938,4.09,4.09,3.98
939,4.09,4.09,3.98
940,4.09,4.09,3.98
941,4.09,4.09,3.98
942,4.09,4.09,3.98
943,4.09,4.09,3.98
944,4.09,4.09,3.98
945,4.09,4.09,3.98
946,4.09,4.09,3.98
947,4.09,4.09,3.98
948,4.09,4.09,3.98
949,4.09,4.09,3.98
950,4.09,4.09,3.98
951,4.09,4.09,3.98
952,4.09,4.09,3.98
953,4.09,4.09,3.98
954,4.09,4.09,3.98
955,4.09,4.09,3.98
956,4.09,4.09,3.98
957,4.09,4.09,3.98
958,4.09,4.09,3.98
959,4.09,4.09,3.98
960,4.09,4.09,3.98
961,4.09,4.09,3.98
962,4.09,4.09,3.98
963,4.09,4.09,3.98
964,4.09,4.09,3.98
965,4.09,4.09,3.98
966,4.09,4.09,3.98
967,4.09,4.09,3.98
968,4.09,4.09,3.98
969,4.09,4.09,3.98
970,4.09,4.09,3.98
971,4.09,4.09,3.98
972,4.09,4.09,3.98
973,4.09,4.09,3.98
974,4.09,4.09,3.98
975,4.09,4.09,3.98
976,4.09,4.09,3.98
977,4.09,4.09,3.98
978,4.09,4.09,3.98
979,4.09,4.09,3.98
980,4.09,4.09,3.98
981,4.09,4.09,3.98
982,4.09,4.09,3.98
983,4.09,4.09,3.98
984,4.09,4.09,3.98
985,4.09,4.09,3.98
986,4.09,4.09,3.98
987,4.09,4.09,3.98
988,4.09,4.09,3.98
989,4.09,4.09,3.98
990,4.09,4.09,3.98
991,4.09,4.09,3.98
992,4.09,4.09,3.98
993,4.09,4.09,3.98
994,4.09,4.09,3.98
