Time_Index,HSC_elec_price_z1,HSC_elec_price_z2,HSC_elec_price_z3
200,54.5,60.0,42.0
201,54.5,60.0,42.0
202,54.5,60.0,42.0
203,54.5,60.0,42.0
204,54.5,60.0,42.0
205,54.5,60.0,42.0
206,54.5,60.0,42.0
207,54.5,60.0,42.0
208,54.5,60.0,42.0
209,54.5,60.0,42.0
210,54.5,60.0,42.0
211,54.5,60.0,42.0
212,54.5,60.0,42.0
213,54.5,60.0,42.0
214,54.5,60.0,42.0
215,54.5,60.0,42.0
216,54.5,60.0,42.0
217,54.5,60.0,42.0
218,54.5,60.0,42.0
219,54.5,60.0,42.0
220,54.5,60.0,42.0
221,54.5,60.0,42.0
222,54.5,60.0,42.0
223,54.5,60.0,42.0
224,54.5,60.0,42.0
225,54.5,60.0,42.0
226,54.5,60.0,42.0
227,54.5,60.0,42.0
228,54.5,60.0,42.0
229,54.5,60.0,42.0
230,54.5,60.0,42.0
231,54.5,60.0,42.0
232,54.5,60.0,42.0
233,54.5,60.0,42.0
234,54.5,60.0,42.0
235,54.5,60.0,42.0
236,54.5,60.0,42.0
237,54.5,60.0,42.0
238,54.5,60.0,42.0
239,54.5,60.0,42.0
240,54.5,60.0,42.0
241,54.5,60.0,42.0
242,54.5,60.0,42.0
243,54.5,60.0,42.0
244,54.5,60.0,42.0
245,54.5,60.0,42.0
246,54.5,60.0,42.0
247,54.5,60.0,42.0
248,54.5,60.0,42.0
249,54.5,60.0,42.0
250,54.5,60.0,42.0
251,54.5,60.0,42.0
252,54.5,60.0,42.0
253,54.5,60.0,42.0
254,54.5,60.0,42.0
255,54.5,60.0,42.0
256,54.5,60.0,42.0
257,54.5,60.0,42.0
258,54.5,60.0,42.0
259,54.5,60.0,42.0
260,54.5,60.0,42.0
261,54.5,60.0,42.0
262,54.5,60.0,42.0
263,54.5,60.0,42.0
264,54.5,60.0,42.0
265,54.5,60.0,42.0
266,54.5,60.0,42.0
267,54.5,60.0,42.0
268,54.5,60.0,42.0
269,54.5,60.0,42.0
270,54.5,60.0,42.0
271,54.5,60.0,42.0
272,54.5,60.0,42.0
273,54.5,60.0,42.0
274,54.5,60.0,42.0
275,54.5,60.0,42.0
276,54.5,60.0,42.0
277,54.5,60.0,42.0
278,54.5,60.0,42.0
279,54.5,60.0,42.0
280,54.5,60.0,42.0
281,54.5,60.0,42.0
282,54.5,60.0,42.0
283,54.5,60.0,42.0
284,54.5,60.0,42.0
285,54.5,60.0,42.0
286,54.5,60.0,42.0
287,54.5,60.0,42.0
288,54.5,60.0,42.0
289,54.5,60.0,42.0
290,54.5,60.0,42.0
291,54.5,60.0,42.0
292,54.5,60.0,42.0
293,54.5,60.0,42.0
294,54.5,60.0,42.0
295,54.5,60.0,42.0
296,54.5,60.0,42.0
297,54.5,60.0,42.0
298,54.5,60.0,42.0
299,54.5,60.0,42.0
300,54.5,60.0,42.0
301,54.5,60.0,42.0
302,54.5,60.0,42.0
303,54.5,60.0,42.0
304,54.5,60.0,42.0
305,54.5,60.0,42.0
306,54.5,60.0,42.0
307,54.5,60.0,42.0
308,54.5,60.0,42.0
309,54.5,60.0,42.0
310,54.5,60.0,42.0
311,54.5,60.0,42.0
312,54.5,60.0,42.0
313,54.5,60.0,42.0
314,54.5,60.0,42.0
315,54.5,60.0,42.0
316,54.5,60.0,42.0
317,54.5,60.0,42.0
318,54.5,60.0,42.0
319,54.5,60.0,42.0
320,54.5,60.0,42.0
321,54.5,60.0,42.0
322,54.5,60.0,42.0
323,54.5,60.0,42.0
324,54.5,60.0,42.0
325,54.5,60.0,42.0
326,54.5,60.0,42.0
327,54.5,60.0,42.0
328,54.5,60.0,42.0
329,54.5,60.0,42.0
330,54.5,60.0,42.0
331,54.5,60.0,42.0
332,54.5,60.0,42.0
333,54.5,60.0,42.0
334,54.5,60.0,42.0
335,54.5,60.0,42.0
336,54.5,60.0,42.0
337,54.5,60.0,42.0
338,54.5,60.0,42.0
339,54.5,60.0,42.0
340,54.5,60.0,42.0
341,54.5,60.0,42.0
342,54.5,60.0,42.0
343,54.5,60.0,42.0
344,54.5,60.0,42.0
345,54.5,60.0,42.0
346,54.5,60.0,42.0
347,54.5,60.0,42.0
348,54.5,60.0,42.0
349,54.5,60.0,42.0
350,54.5,60.0,42.0
351,54.5,60.0,42.0
352,54.5,60.0,42.0
353,54.5,60.0,42.0
354,54.5,60.0,42.0
355,54.5,60.0,42.0
356,54.5,60.0,42.0
357,54.5,60.0,42.0
358,54.5,60.0,42.0
359,54.5,60.0,42.0
360,54.5,60.0,42.0
361,54.5,60.0,42.0
362,54.5,60.0,42.0
363,54.5,60.0,42.0
364,54.5,60.0,42.0
365,54.5,60.0,42.0
366,54.5,60.0,42.0
367,54.5,60.0,42.0
368,54.5,60.0,42.0
369,54.5,60.0,42.0
370,54.5,60.0,42.0
371,54.5,60.0,42.0
372,54.5,60.0,42.0
373,54.5,60.0,42.0
374,54.5,60.0,42.0
375,54.5,60.0,42.0
376,54.5,60.0,42.0
377,54.5,60.0,42.0
378,54.5,60.0,42.0
379,54.5,60.0,42.0
380,54.5,60.0,42.0
381,54.5,60.0,42.0
382,54.5,60.0,42.0
383,54.5,60.0,42.0
384,54.5,60.0,42.0
385,54.5,60.0,42.0
386,54.5,60.0,42.0
387,54.5,60.0,42.0
388,54.5,60.0,42.0
389,54.5,60.0,42.0
390,54.5,60.0,42.0
391,54.5,60.0,42.0
392,54.5,60.0,42.0
393,54.5,60.0,42.0
394,54.5,60.0,42.0
395,54.5,60.0,42.0
396,54.5,60.0,42.0
397,54.5,60.0,42.0
398,54.5,60.0,42.0
399,54.5,60.0,42.0
400,54.5,60.0,42.0
401,54.5,60.0,42.0
402,54.5,60.0,42.0
403,54.5,60.0,42.0
404,54.5,60.0,42.0
405,54.5,60.0,42.0
406,54.5,60.0,42.0
407,54.5,60.0,42.0
408,54.5,60.0,42.0
409,54.5,60.0,42.0
410,54.5,60.0,42.0
411,54.5,60.0,42.0
412,54.5,60.0,42.0
413,54.5,60.0,42.0
414,54.5,60.0,42.0
415,54.5,60.0,42.0
416,54.5,60.0,42.0
417,54.5,60.0,42.0
418,54.5,60.0,42.0
419,54.5,60.0,42.0
420,54.5,60.0,42.0
421,54.5,60.0,42.0
422,54.5,60.0,42.0
423,54.5,60.0,42.0
424,54.5,60.0,42.0
425,54.5,60.0,42.0
426,54.5,60.0,42.0
427,54.5,60.0,42.0
428,54.5,60.0,42.0
429,54.5,60.0,42.0
430,54.5,60.0,42.0
431,54.5,60.0,42.0
432,54.5,60.0,42.0
433,54.5,60.0,42.0
434,54.5,60.0,42.0
435,54.5,60.0,42.0
436,54.5,60.0,42.0
437,54.5,60.0,42.0
438,54.5,60.0,42.0
439,54.5,60.0,42.0
440,54.5,60.0,42.0
441,54.5,60.0,42.0
442,54.5,60.0,42.0
443,54.5,60.0,42.0
444,54.5,60.0,42.0
445,54.5,60.0,42.0
446,54.5,60.0,42.0
447,54.5,60.0,42.0
448,54.5,60.0,42.0
449,54.5,60.0,42.0
450,54.5,60.0,42.0
451,54.5,60.0,42.0
452,54.5,60.0,42.0
453,54.5,60.0,42.0
454,54.5,60.0,42.0
455,54.5,60.0,42.0
456,54.5,60.0,42.0
457,54.5,60.0,42.0
458,54.5,60.0,42.0
459,54.5,60.0,42.0
460,54.5,60.0,42.0
461,54.5,60.0,42.0
462,54.5,60.0,42.0
463,54.5,60.0,42.0
464,54.5,60.0,42.0
465,54.5,60.0,42.0
466,54.5,60.0,42.0
467,54.5,60.0,42.0
468,54.5,60.0,42.0
469,54.5,60.0,42.0
470,54.5,60.0,42.0
471,54.5,60.0,42.0
472,54.5,60.0,42.0
473,54.5,60.0,42.0
474,54.5,60.0,42.0
475,54.5,60.0,42.0
476,54.5,60.0,42.0
477,54.5,60.0,42.0
478,54.5,60.0,42.0
479,54.5,60.0,42.0
480,54.5,60.0,42.0
481,54.5,60.0,42.0
482,54.5,60.0,42.0
483,54.5,60.0,42.0
484,54.5,60.0,42.0
485,54.5,60.0,42.0
486,54.5,60.0,42.0
487,54.5,60.0,42.0
488,54.5,60.0,42.0
489,54.5,60.0,42.0
490,54.5,60.0,42.0
491,54.5,60.0,42.0
492,54.5,60.0,42.0
493,54.5,60.0,42.0
494,54.5,60.0,42.0
495,54.5,60.0,42.0
496,54.5,60.0,42.0
497,54.5,60.0,42.0
498,54.5,60.0,42.0
499,54.5,60.0,42.0
500,54.5,60.0,42.0
501,54.5,60.0,42.0
502,54.5,60.0,42.0
503,54.5,60.0,42.0
504,54.5,60.0,42.0
505,54.5,60.0,42.0
506,54.5,60.0,42.0
507,54.5,60.0,42.0
508,54.5,60.0,42.0
509,54.5,60.0,42.0
510,54.5,60.0,42.0
511,54.5,60.0,42.0
512,54.5,60.0,42.0
513,54.5,60.0,42.0
514,54.5,60.0,42.0
515,54.5,60.0,42.0
516,54.5,60.0,42.0
517,54.5,60.0,42.0
518,54.5,60.0,42.0
519,54.5,60.0,42.0
520,54.5,60.0,42.0
521,54.5,60.0,42.0
522,54.5,60.0,42.0
523,54.5,60.0,42.0
524,54.5,60.0,42.0
525,54.5,60.0,42.0
526,54.5,60.0,42.0
527,54.5,60.0,42.0
528,54.5,60.0,42.0
529,54.5,60.0,42.0
530,54.5,60.0,42.0
531,54.5,60.0,42.0
532,54.5,60.0,42.0
533,54.5,60.0,42.0
534,54.5,60.0,42.0
535,54.5,60.0,42.0
536,54.5,60.0,42.0
537,54.5,60.0,42.0
538,54.5,60.0,42.0
539,54.5,60.0,42.0
540,54.5,60.0,42.0
541,54.5,60.0,42.0
542,54.5,60.0,42.0
543,54.5,60.0,42.0
544,54.5,60.0,42.0
545,54.5,60.0,42.0
546,54.5,60.0,42.0
547,54.5,60.0,42.0
548,54.5,60.0,42.0
549,54.5,60.0,42.0
550,54.5,60.0,42.0
551,54.5,60.0,42.0
552,54.5,60.0,42.0
553,54.5,60.0,42.0
554,54.5,60.0,42.0
555,54.5,60.0,42.0
556,54.5,60.0,42.0
557,54.5,60.0,42.0
558,54.5,60.0,42.0
559,54.5,60.0,42.0
560,54.5,60.0,42.0
561,54.5,60.0,42.0
562,54.5,60.0,42.0
563,54.5,60.0,42.0
564,54.5,60.0,42.0
565,54.5,60.0,42.0
566,54.5,60.0,42.0
567,54.5,60.0,42.0
568,54.5,60.0,42.0
569,54.5,60.0,42.0
570,54.5,60.0,42.0
571,54.5,60.0,42.0
572,54.5,60.0,42.0
573,54.5,60.0,42.0
574,54.5,60.0,42.0
575,54.5,60.0,42.0
576,54.5,60.0,42.0
577,54.5,60.0,42.0
578,54.5,60.0,42.0
579,54.5,60.0,42.0
580,54.5,60.0,42.0
581,54.5,60.0,42.0
582,54.5,60.0,42.0
583,54.5,60.0,42.0
584,54.5,60.0,42.0
585,54.5,60.0,42.0
586,54.5,60.0,42.0
587,54.5,60.0,42.0
588,54.5,60.0,42.0
589,54.5,60.0,42.0
590,54.5,60.0,42.0
591,54.5,60.0,42.0
592,54.5,60.0,42.0
593,54.5,60.0,42.0
594,54.5,60.0,42.0
595,54.5,60.0,42.0
596,54.5,60.0,42.0
597,54.5,60.0,42.0
598,54.5,60.0,42.0
599,54.5,60.0,42.0
600,54.5,60.0,42.0
601,54.5,60.0,42.0
602,54.5,60.0,42.0
603,54.5,60.0,42.0
604,54.5,60.0,42.0
605,54.5,60.0,42.0
606,54.5,60.0,42.0
607,54.5,60.0,42.0
608,54.5,60.0,42.0
609,54.5,60.0,42.0
610,54.5,60.0,42.0
611,54.5,60.0,42.0
612,54.5,60.0,42.0
613,54.5,60.0,42.0
614,54.5,60.0,42.0
615,54.5,60.0,42.0
616,54.5,60.0,42.0
617,54.5,60.0,42.0
618,54.5,60.0,42.0
619,54.5,60.0,42.0
620,54.5,60.0,42.0
621,54.5,60.0,42.0
622,54.5,60.0,42.0
623,54.5,60.0,42.0
624,54.5,60.0,42.0
625,54.5,60.0,42.0
626,54.5,60.0,42.0
627,54.5,60.0,42.0
628,54.5,60.0,42.0
629,54.5,60.0,42.0
630,54.5,60.0,42.0
631,54.5,60.0,42.0
632,54.5,60.0,42.0
633,54.5,60.0,42.0
634,54.5,60.0,42.0
635,54.5,60.0,42.0
636,54.5,60.0,42.0
637,54.5,60.0,42.0
638,54.5,60.0,42.0
639,54.5,60.0,42.0
640,54.5,60.0,42.0
641,54.5,60.0,42.0
642,54.5,60.0,42.0
643,54.5,60.0,42.0
644,54.5,60.0,42.0
645,54.5,60.0,42.0
646,54.5,60.0,42.0
647,54.5,60.0,42.0
648,54.5,60.0,42.0
649,54.5,60.0,42.0
650,54.5,60.0,42.0
651,54.5,60.0,42.0
652,54.5,60.0,42.0
653,54.5,60.0,42.0
654,54.5,60.0,42.0
655,54.5,60.0,42.0
656,54.5,60.0,42.0
657,54.5,60.0,42.0
658,54.5,60.0,42.0
659,54.5,60.0,42.0
660,54.5,60.0,42.0
661,54.5,60.0,42.0
662,54.5,60.0,42.0
663,54.5,60.0,42.0
664,54.5,60.0,42.0
665,54.5,60.0,42.0
666,54.5,60.0,42.0
667,54.5,60.0,42.0
668,54.5,60.0,42.0
669,54.5,60.0,42.0
670,54.5,60.0,42.0
671,54.5,60.0,42.0
672,54.5,60.0,42.0
673,54.5,60.0,42.0
674,54.5,60.0,42.0
675,54.5,60.0,42.0
676,54.5,60.0,42.0
677,54.5,60.0,42.0
678,54.5,60.0,42.0
679,54.5,60.0,42.0
680,54.5,60.0,42.0
681,54.5,60.0,42.0
682,54.5,60.0,42.0
683,54.5,60.0,42.0
684,54.5,60.0,42.0
685,54.5,60.0,42.0
686,54.5,60.0,42.0
687,54.5,60.0,42.0
688,54.5,60.0,42.0
689,54.5,60.0,42.0
690,54.5,60.0,42.0
691,54.5,60.0,42.0
692,54.5,60.0,42.0
693,54.5,60.0,42.0
694,54.5,60.0,42.0
695,54.5,60.0,42.0
696,54.5,60.0,42.0
697,54.5,60.0,42.0
698,54.5,60.0,42.0
699,54.5,60.0,42.0
700,54.5,60.0,42.0
701,54.5,60.0,42.0
702,54.5,60.0,42.0
703,54.5,60.0,42.0
704,54.5,60.0,42.0
705,54.5,60.0,42.0
706,54.5,60.0,42.0
707,54.5,60.0,42.0
708,54.5,60.0,42.0
709,54.5,60.0,42.0
710,54.5,60.0,42.0
711,54.5,60.0,42.0
712,54.5,60.0,42.0
713,54.5,60.0,42.0
714,54.5,60.0,42.0
715,54.5,60.0,42.0
716,54.5,60.0,42.0
717,54.5,60.0,42.0
718,54.5,60.0,42.0
719,54.5,60.0,42.0
720,54.5,60.0,42.0
721,54.5,60.0,42.0
722,54.5,60.0,42.0
723,54.5,60.0,42.0
724,54.5,60.0,42.0
725,54.5,60.0,42.0
726,54.5,60.0,42.0
727,54.5,60.0,42.0
728,54.5,60.0,42.0
729,54.5,60.0,42.0
730,54.5,60.0,42.0
731,54.5,60.0,42.0
732,54.5,60.0,42.0
733,54.5,60.0,42.0
734,54.5,60.0,42.0
735,54.5,60.0,42.0
736,54.5,60.0,42.0
737,54.5,60.0,42.0
738,54.5,60.0,42.0
739,54.5,60.0,42.0
740,54.5,60.0,42.0
741,54.5,60.0,42.0
742,54.5,60.0,42.0
743,54.5,60.0,42.0
744,54.5,60.0,42.0
745,54.5,60.0,42.0
746,54.5,60.0,42.0
747,54.5,60.0,42.0
748,54.5,60.0,42.0
749,54.5,60.0,42.0
750,54.5,60.0,42.0
751,54.5,60.0,42.0
752,54.5,60.0,42.0
753,54.5,60.0,42.0
754,54.5,60.0,42.0
755,54.5,60.0,42.0
756,54.5,60.0,42.0
757,54.5,60.0,42.0
758,54.5,60.0,42.0
759,54.5,60.0,42.0
760,54.5,60.0,42.0
761,54.5,60.0,42.0
762,54.5,60.0,42.0
763,54.5,60.0,42.0
764,54.5,60.0,42.0
765,54.5,60.0,42.0
766,54.5,60.0,42.0
767,54.5,60.0,42.0
768,54.5,60.0,42.0
769,54.5,60.0,42.0
770,54.5,60.0,42.0
771,54.5,60.0,42.0
772,54.5,60.0,42.0
773,54.5,60.0,42.0
774,54.5,60.0,42.0
775,54.5,60.0,42.0
776,54.5,60.0,42.0
777,54.5,60.0,42.0
778,54.5,60.0,42.0
779,54.5,60.0,42.0
780,54.5,60.0,42.0
781,54.5,60.0,42.0
782,54.5,60.0,42.0
783,54.5,60.0,42.0
784,54.5,60.0,42.0
785,54.5,60.0,42.0
786,54.5,60.0,42.0
787,54.5,60.0,42.0
788,54.5,60.0,42.0
789,54.5,60.0,42.0
790,54.5,60.0,42.0
791,54.5,60.0,42.0
792,54.5,60.0,42.0
793,54.5,60.0,42.0
794,54.5,60.0,42.0
795,54.5,60.0,42.0
796,54.5,60.0,42.0
797,54.5,60.0,42.0
798,54.5,60.0,42.0
799,54.5,60.0,42.0
800,54.5,60.0,42.0
801,54.5,60.0,42.0
802,54.5,60.0,42.0
803,54.5,60.0,42.0
804,54.5,60.0,42.0
805,54.5,60.0,42.0
806,54.5,60.0,42.0
807,54.5,60.0,42.0
808,54.5,60.0,42.0
809,54.5,60.0,42.0
810,54.5,60.0,42.0
811,54.5,60.0,42.0
812,54.5,60.0,42.0
813,54.5,60.0,42.0
814,54.5,60.0,42.0
815,54.5,60.0,42.0
816,54.5,60.0,42.0
817,54.5,60.0,42.0
818,54.5,60.0,42.0
819,54.5,60.0,42.0
820,54.5,60.0,42.0
821,54.5,60.0,42.0
822,54.5,60.0,42.0
823,54.5,60.0,42.0
824,54.5,60.0,42.0
825,54.5,60.0,42.0
826,54.5,60.0,42.0
827,54.5,60.0,42.0
828,54.5,60.0,42.0
829,54.5,60.0,42.0
830,54.5,60.0,42.0
831,54.5,60.0,42.0
832,54.5,60.0,42.0
833,54.5,60.0,42.0
834,54.5,60.0,42.0
835,54.5,60.0,42.0
836,54.5,60.0,42.0
837,54.5,60.0,42.0
838,54.5,60.0,42.0
839,54.5,60.0,42.0
840,54.5,60.0,42.0
841,54.5,60.0,42.0
842,54.5,60.0,42.0
843,54.5,60.0,42.0
844,54.5,60.0,42.0
845,54.5,60.0,42.0
846,54.5,60.0,42.0
847,54.5,60.0,42.0
848,54.5,60.0,42.0
849,54.5,60.0,42.0
850,54.5,60.0,42.0
851,54.5,60.0,42.0
852,54.5,60.0,42.0
853,54.5,60.0,42.0
854,54.5,60.0,42.0
855,54.5,60.0,42.0
856,54.5,60.0,42.0
857,54.5,60.0,42.0
858,54.5,60.0,42.0
859,54.5,60.0,42.0
860,54.5,60.0,42.0
861,54.5,60.0,42.0
862,54.5,60.0,42.0
863,54.5,60.0,42.0
864,54.5,60.0,42.0
865,54.5,60.0,42.0
866,54.5,60.0,42.0
867,54.5,60.0,42.0
868,54.5,60.0,42.0
869,54.5,60.0,42.0
870,54.5,60.0,42.0
871,54.5,60.0,42.0
872,54.5,60.0,42.0
873,54.5,60.0,42.0
874,54.5,60.0,42.0
875,54.5,60.0,42.0
876,54.5,60.0,42.0
877,54.5,60.0,42.0
878,54.5,60.0,42.0
879,54.5,60.0,42.0
880,54.5,60.0,42.0
881,54.5,60.0,42.0
882,54.5,60.0,42.0
883,54.5,60.0,42.0
884,54.5,60.0,42.0
885,54.5,60.0,42.0
886,54.5,60.0,42.0
887,54.5,60.0,42.0
888,54.5,60.0,42.0
889,54.5,60.0,42.0
890,54.5,60.0,42.0
891,54.5,60.0,42.0
892,54.5,60.0,42.0
893,54.5,60.0,42.0
894,54.5,60.0,42.0
895,54.5,60.0,42.0
896,54.5,60.0,42.0
897,54.5,60.0,42.0
898,54.5,60.0,42.0
899,54.5,60.0,42.0
900,54.5,60.0,42.0
901,54.5,60.0,42.0
902,54.5,60.0,42.0
903,54.5,60.0,42.0
904,54.5,60.0,42.0
905,54.5,60.0,42.0
906,54.5,60.0,42.0
907,54.5,60.0,42.0
908,54.5,60.0,42.0
909,54.5,60.0,42.0
910,54.5,60.0,42.0
911,54.5,60.0,42.0
912,54.5,60.0,42.0
913,54.5,60.0,42.0
914,54.5,60.0,42.0
915,54.5,60.0,42.0
916,54.5,60.0,42.0
917,54.5,60.0,42.0
918,54.5,60.0,42.0
919,54.5,60.0,42.0
920,54.5,60.0,42.0
921,54.5,60.0,42.0
922,54.5,60.0,42.0
923,54.5,60.0,42.0
924,54.5,60.0,42.0
925,54.5,60.0,42.0
926,54.5,60.0,42.0
927,54.5,60.0,42.0
928,54.5,60.0,42.0
929,54.5,60.0,42.0
930,54.5,60.0,42.0
931,54.5,60.0,42.0
932,54.5,60.0,42.0
933,54.5,60.0,42.0
934,54.5,60.0,42.0
935,54.5,60.0,42.0
936,54.5,60.0,42.0
937,54.5,60.0,42.0
938,54.5,60.0,42.0
939,54.5,60.0,42.0
940,54.5,60.0,42.0
941,54.5,60.0,42.0
942,54.5,60.0,42.0
943,54.5,60.0,42.0
944,54.5,60.0,42.0
945,54.5,60.0,42.0
946,54.5,60.0,42.0
947,54.5,60.0,42.0
948,54.5,60.0,42.0
949,54.5,60.0,42.0
950,54.5,60.0,42.0
951,54.5,60.0,42.0
952,54.5,60.0,42.0
953,54.5,60.0,42.0
954,54.5,60.0,42.0
955,54.5,60.0,42.0
956,54.5,60.0,42.0
957,54.5,60.0,42.0
958,54.5,60.0,42.0
959,54.5,60.0,42.0
960,54.5,60.0,42.0
961,54.5,60.0,42.0
962,54.5,60.0,42.0
963,54.5,60.0,42.0
964,54.5,60.0,42.0
965,54.5,60.0,42.0
966,54.5,60.0,42.0
967,54.5,60.0,42.0
968,54.5,60.0,42.0
969,54.5,60.0,42.0
970,54.5,60.0,42.0
971,54.5,60.0,42.0
972,54.5,60.0,42.0
973,54.5,60.0,42.0
974,54.5,60.0,42.0
975,54.5,60.0,42.0
976,54.5,60.0,42.0
977,54.5,60.0,42.0
978,54.5,60.0,42.0
979,54.5,60.0,42.0
980,54.5,60.0,42.0
981,54.5,60.0,42.0
982,54.5,60.0,42.0
983,54.5,60.0,42.0
984,54.5,60.0,42.0
985,54.5,60.0,42.0
986,54.5,60.0,42.0
987,54.5,60.0,42.0
988,54.5,60.0,42.0
989,54.5,60.0,42.0
990,54.5,60.0,42.0
991,54.5,60.0,42.0
992,54.5,60.0,42.0
993,54.5,60.0,42.0
994,54.5,60.0,42.0
