Resource,Zone,THERM,MUST_RUN,STOR,FLEX,HYDRO,VRE,LDS,Num_VRE_Bins,New_Build,Existing_Cap_MW,Existing_Cap_MWh,Existing_Charge_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Max_Charge_Cap_MW,Min_Cap_MW,Min_Cap_MWh,Min_Charge_Cap_MW,Inv_Cost_per_MWyr,Inv_Cost_per_MWhyr,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_per_MWyr,Fixed_OM_Cost_per_MWhyr,Fixed_OM_Cost_Charge_per_MWyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,VRE_Trans_Cost_per_MWyr,Heat_Rate_MMBTU_per_MWh,Fuel,Cap_Size,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Up_Time,Down_Time,Ramp_Up_Percentage,Ramp_Dn_Percentage,Hydro_Energy_to_Power_Ratio,Min_Power,Self_Disch,Eff_Up,Eff_Down,Min_Duration,Max_Duration,Max_Flexible_Demand_Advance,Max_Flexible_Demand_Delay,Flexible_Demand_Energy_Eff,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,MinCapTag,MinCapTag_1,MinCapTag_2,MinCapTag_3,MGA,Resource_Type,CapRes_1,CapRes_2,CapRes_3,ESR_1,ESR_2,region,cluster,LDS.1,CCS_Rate
NE_conventional_hydroelectric_1,3,0,0,0,0,1,0,0,0,-1,4729.48,0,0,0,-1,-1,0,0,0,0,0,0,45648,0,0,0,0,0,9.104,None,24.13,0,0,0,0,0.083,0.083,0,0.095,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conventional_hydroelectric,0,0,0.8,0,1,NE,1,0,0
NE_hydroelectric_pumped_storage_1,3,0,0,1,0,0,0,0,0,-1,3206.9,0,0,0,-1,-1,0,0,0,0,0,0,39399,0,0,0,0,0,0,None,128.276,0,0,0,0,1,1,1,0.307,0,0.866,0.866,0,200,0,0,0,0,0,0,0,0,0,0,0,0,hydroelectric_pumped_storage,0,0,0.95,0,0,NE,1,0,0
NE_natural_gas_fired_combined_cycle_1,3,1,0,0,0,0,0,0,0,0,6119.616,0,0,0,-1,-1,0,0,0,0,0,0,16001,0,0,4.415,0,0,8.571,NE_reference_naturalgas,127.492,89.34,2,6,6,0.64,0.64,1,0.526,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0,0,0.93,0,0,NE,1,0,0
NE_natural_gas_fired_combined_cycle_2,3,1,0,0,0,0,0,0,0,0,21225.12,0,0,0,-1,-1,0,0,0,0,0,0,10223.482,0,0,3.488,0,0,7.663,NE_reference_naturalgas,442.19,89.34,2,6,6,0.64,0.64,1,0.409,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0,0,0.93,0,0,NE,2,0,0
NE_natural_gas_fired_combined_cycle_3,3,1,0,0,0,0,0,0,0,0,19.5,0,0,0,-1,-1,0,0,0,0,0,0,16001,0,0,4.415,0,0,19.881,NE_reference_naturalgas,19.5,89.34,2,6,6,0.64,0.64,1,0.472,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0,0,0.93,0,0,NE,3,0,0
NE_natural_gas_fired_combined_cycle_4,3,1,0,0,0,0,0,0,0,0,296,0,0,0,-1,-1,0,0,0,0,0,0,9496,0,0,3.504,0,0,0,NE_reference_naturalgas,148,89.34,2,6,6,0.64,0.64,1,0.845,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0,0,0.93,0,0,NE,4,0,0
NE_natural_gas_fired_combustion_turbine_1,3,1,0,0,0,0,0,0,0,0,1413.201,0,0,0,-1,-1,0,0,0,0,0,0,13548,0,0,5.071,0,0,11.332,NE_reference_naturalgas,24.793,115.842,3.5,1,1,0.64,0.64,1,0.39,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combustion_turbine,0,0,0.93,0,0,NE,1,0,0
NE_natural_gas_fired_combustion_turbine_2,3,1,0,0,0,0,0,0,0,0,2341.199,0,0,0,-1,-1,0,0,0,0,0,0,9896.045,0,0,5.071,0,0,10.089,NE_reference_naturalgas,80.731,115.842,3.5,1,1,0.64,0.64,1,0.367,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combustion_turbine,0,0,0.93,0,0,NE,2,0,0
NE_nuclear_1,3,1,0,0,0,0,0,0,0,0,3395.7,0,0,0,-1,-1,0,0,0,0,0,0,187522,0,0,2.352,0,0,10.455,NE_reference_uranium,1131.9,1000,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nuclear,0,0,0.93,0,1,NE,1,0,0
NE_nuclear_2,3,1,0,0,0,0,0,0,0,0,2104.7,0,0,0,-1,-1,0,0,0,0,0,0,294078.21,0,0,2.352,0,0,10.455,NE_reference_uranium,1052.35,1000,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nuclear,0,0,0.93,0,1,NE,2,0,0
NE_onshore_wind_turbine_1,3,0,0,0,0,0,1,0,1,0,3654.5,0,0,0,-1,-1,0,0,0,0,0,0,43000,0,0,0,0,0,9.21,None,86.17,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,onshore_wind_turbine,0,0,0,1,1,NE,1,0,0
NE_small_hydroelectric_1,3,0,1,0,0,0,0,0,0,-1,834.494,0,0,0,-1,-1,0,0,0,0,0,0,45648,0,0,0,0,0,9.104,None,1.051,0,0,0,0,1,1,1,0.258,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,small_hydroelectric,0,0,0,1,1,NE,1,0,0
NE_solar_photovoltaic_1,3,0,0,0,0,0,1,0,1,0,1629.6,0,0,0,-1,-1,0,0,0,0,0,0,22887,0,0,0,0,0,9.186,None,3.63,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,solar_photovoltaic,0,0,0.8,1,1,NE,1,0,0
SE_conventional_hydroelectric_1,1,0,0,0,0,1,0,0,0,-1,11123.215,0,0,0,-1,-1,0,0,0,0,0,0,45648,0,0,0,0,0,9.064,None,31.333,0,0,0,0,0.083,0.083,0,0.135129141,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conventional_hydroelectric,0.8,0,0,0,1,SE,1,0,0
SE_hydroelectric_pumped_storage_1,1,0,0,1,0,0,0,0,0,-1,6261.984,0,0,0,-1,-1,0,0,0,0,0,0,39399,0,0,0,0,0,0,None,184.176,0,0,0,0,1,1,1,0.653,0,0.866,0.866,0,200,0,0,0,0,0,0,0,0,0,0,0,0,hydroelectric_pumped_storage,0.95,0,0,0,0,SE,1,0,0
SE_natural_gas_fired_combined_cycle_1,1,1,0,0,0,0,0,0,0,0,26218.712,0,0,0,-1,-1,0,0,0,0,0,0,9496,0,0,3.504,0,0,7.275,SE_reference_naturalgas,504.206,89.34,2,6,6,0.64,0.64,1,0.41,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0.93,0,0,0,0,SE,1,0,0
SE_natural_gas_fired_combined_cycle_2,1,1,0,0,0,0,0,0,0,0,4637.5,0,0,0,-1,-1,0,0,0,0,0,0,16001,0,0,4.415,0,0,7.735,SE_reference_naturalgas,185.5,89.34,2,6,6,0.64,0.64,1,0.586,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0.93,0,0,0,0,SE,2,0,0
SE_natural_gas_fired_combined_cycle_3,1,1,0,0,0,0,0,0,0,0,42679.32,0,0,0,-1,-1,0,0,0,0,0,0,11977.294,0,0,3.455,0,0,6.969,SE_reference_naturalgas,711.322,89.34,2,6,6,0.64,0.64,1,0.596,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0.93,0,0,0,0,SE,3,0,0
SE_natural_gas_fired_combined_cycle_4,1,1,0,0,0,0,0,0,0,0,6088.5,0,0,0,-1,-1,0,0,0,0,0,0,11733.808,0,0,3.493,0,0,10.235,SE_reference_naturalgas,507.375,89.34,2,6,6,0.64,0.64,1,0.561,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0.93,0,0,0,0,SE,4,0,0
SE_natural_gas_fired_combustion_turbine_1,1,1,0,0,0,0,0,0,0,0,24934.14,0,0,0,-1,-1,0,0,0,0,0,0,9518.439,0,0,5.071,0,0,11.133,SE_reference_naturalgas,138.523,115.842,3.5,1,1,0.64,0.64,1,0.472,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combustion_turbine,0.93,0,0,0,0,SE,1,0,0
SE_natural_gas_fired_combustion_turbine_2,1,1,0,0,0,0,0,0,0,0,683.209,0,0,0,-1,-1,0,0,0,0,0,0,13548,0,0,5.071,0,0,10.306,SE_reference_naturalgas,22.039,115.842,3.5,1,1,0.64,0.64,1,0.326,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combustion_turbine,0.93,0,0,0,0,SE,2,0,0
SE_nuclear_1,1,1,0,0,0,0,0,0,0,0,33632.288,0,0,0,-1,-1,0,0,0,0,0,0,199087.824,0,0,2.34,0,0,10.456,SE_reference_uranium,1051.009,1000,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nuclear,0.93,0,0,0,1,SE,1,0,0
SE_nuclear_2,1,1,0,0,0,0,0,0,0,0,2228,0,0,0,-1,-1,0,0,0,0,0,0,187522,0,0,2.258,0,0,9.21,SE_reference_uranium,1114,1000,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nuclear,0.93,0,0,0,1,SE,2,0,0
SE_small_hydroelectric_1,1,0,1,0,0,0,0,0,0,-1,249.895,0,0,0,-1,-1,0,0,0,0,0,0,45648,0,0,0,0,0,8.926,None,1.219,0,0,0,0,1,1,1,0.135129141,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,small_hydroelectric,0,0,0,1,1,SE,1,0,0
SE_solar_photovoltaic_1,1,0,0,0,0,0,1,0,1,0,8502.2,0,0,0,-1,-1,0,0,0,0,0,0,22887,0,0,0,0,0,9.18,None,17.142,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,solar_photovoltaic,0.8,0,0,1,1,SE,1,0,0
SE_naturalgas_ccccsavgcf_conservative_0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,150408.6558,0,0,65100,0,0,5.73,0,0,7.159,SE_reference_naturalgas,377,97,0.2,4,4,1,1,1,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,naturalgas_ccccsavgcf_conservative,0.93,0,0,0,0,SE,0,0,0.9
SE_naturalgas_ccavgcf_moderate_0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,78218.72932,0,0,27300,0,0,1.74,0,0,6.363,SE_reference_naturalgas,573,61,0.2,4,4,1,1,1,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,naturalgas_ccavgcf_moderate,0.93,0,0,0,0,SE,0,0,0
SE_naturalgas_ctavgcf_moderate_0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,64896.77451,0,0,20900,0,0,4.94,0,0,9.717,SE_reference_naturalgas,237,140,0.19,0,0,1,1,1,0.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,naturalgas_ctavgcf_moderate,0.93,0,0,0,0,SE,0,0,0
SE_battery_moderate_0,1,0,0,1,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,17239.56121,9656.002735,0,4536.98,2541.19,0,0.15,0.15,0,0,None,1,0,0,0,0,1,1,1,0,0,0.92,0.92,1,10,0,0,0,0,0,0,0,0,0,0,0,0,battery_moderate,0.95,0,0,0,0,SE,0,0,0
SE_nuclear_mid_0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,318446.78,0,0,144972.332,0,0,2.351778656,0,0,10.455,SE_reference_uranium,1000,1000,0,36,36,0.25,0.25,1,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nuclear_mid,0.93,0,0,0,1,SE,0,0,0
MIDAT_naturalgas_ccccsavgcf_conservative_0,2,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,158946.1077,0,0,65100,0,0,5.73,0,0,7.159,MIDAT_reference_naturalgas,377,97,0.2,4,4,1,1,1,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,naturalgas_ccccsavgcf_conservative,0,0.93,0,0,0,MIDAT,0,0,0.9
MIDAT_naturalgas_ccavgcf_moderate_0,2,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,92031.96779,0,0,27300,0,0,1.74,0,0,6.363,MIDAT_reference_naturalgas,573,61,0.2,4,4,1,1,1,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,naturalgas_ccavgcf_moderate,0,0.93,0,0,0,MIDAT,0,0,0
MIDAT_naturalgas_ctavgcf_moderate_0,2,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,72348.76761,0,0,20900,0,0,4.94,0,0,9.717,MIDAT_reference_naturalgas,237,140,0.19,0,0,1,1,1,0.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,naturalgas_ctavgcf_moderate,0,0.93,0,0,0,MIDAT,0,0,0
MIDAT_battery_moderate_0,2,0,0,1,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,16932.01366,9483.743129,0,4536.98,2541.19,0,0.15,0.15,0,0,None,1,0,0,0,0,1,1,1,0,0,0.92,0.92,1,10,0,0,0,0,0,0,0,0,0,0,0,0,battery_moderate,0,0.95,0,0,0,MIDAT,0,0,0
MIDAT_nuclear_mid_0,2,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,329182.6099,0,0,144972.332,0,0,2.351778656,0,0,10.455,MIDAT_reference_uranium,1000,1000,0,36,36,0.25,0.25,1,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nuclear_mid,0,0.93,0,0,1,MIDAT,0,0,0
NE_naturalgas_ccccsavgcf_conservative_0,3,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,173266.9946,0,0,65100,0,0,5.73,0,0,7.159,NE_reference_naturalgas,377,97,0.2,4,4,1,1,1,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,naturalgas_ccccsavgcf_conservative,0,0,0.93,0,0,NE,0,0,0.9
NE_naturalgas_ccavgcf_moderate_0,3,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,111901.8666,0,0,27300,0,0,1.74,0,0,6.363,NE_reference_naturalgas,573,61,0.2,4,4,1,1,1,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,naturalgas_ccavgcf_moderate,0,0,0.93,0,0,NE,0,0,0
NE_naturalgas_ctavgcf_moderate_0,3,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,85702.58984,0,0,20900,0,0,4.94,0,0,9.717,NE_reference_naturalgas,237,140,0.19,0,0,1,1,1,0.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,naturalgas_ctavgcf_moderate,0,0,0.93,0,0,NE,0,0,0
NE_battery_moderate_0,3,0,0,1,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,17241.81431,9657.26471,0,4536.98,2541.19,0,0.15,0.15,0,0,None,1,0,0,0,0,1,1,1,0,0,0.92,0.92,1,10,0,0,0,0,0,0,0,0,0,0,0,0,battery_moderate,0,0,0.95,0,0,NE,0,0,0
NE_nuclear_mid_0,3,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,377875.7514,0,0,144972.332,0,0,2.351778656,0,0,10.455,NE_reference_uranium,1000,1000,0,36,36,0.25,0.25,1,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nuclear_mid,0,0,0.93,0,1,NE,0,0,0
NE_offshorewind_class10_moderate_floating_1_1,3,0,0,0,0,0,1,0,1,1,0,0,0,32928.493,-1,-1,0,0,0,216265.2159,0,0,54134.64343,0,0,0,0,0,0,None,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,offshorewind_class10_moderate_floating_1_250,0,0,0.8,1,1,NE,1,0,0
SE_utilitypv_class1_moderate_70_0_2_1,1,0,0,0,0,0,1,0,1,1,0,0,0,1041244,-1,-1,0,0,0,47381.32094,0,0,14986.46926,0,0,0,0,0,0,None,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,utilitypv_class1_moderate_70_0_7,0.8,0,0,1,1,SE,1,0,0
SE_utilitypv_class1_moderate_70_0_2_2,1,0,0,0,0,0,1,0,1,1,0,0,0,890062,-1,-1,0,0,0,47381.32094,0,0,14986.46926,0,0,0,0,0,0,None,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,utilitypv_class1_moderate_70_0_8,0.8,0,0,1,1,SE,2,0,0
SE_utilitypv_class1_moderate_70_0_2_3,1,0,0,0,0,0,1,0,1,1,0,0,0,1238552,-1,-1,0,0,0,47381.32094,0,0,14986.46926,0,0,0,0,0,0,None,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,utilitypv_class1_moderate_70_0_9,0.8,0,0,1,1,SE,3,0,0
SE_utilitypv_class1_moderate_70_0_2_4,1,0,0,0,0,0,1,0,1,1,0,0,0,1039859,-1,-1,0,0,0,47381.32094,0,0,14986.46926,0,0,0,0,0,0,None,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,utilitypv_class1_moderate_70_0_10,0.8,0,0,1,1,SE,4,0,0
SE_utilitypv_class1_moderate_70_0_2_5,1,0,0,0,0,0,1,0,1,1,0,0,0,955445,-1,-1,0,0,0,47381.32094,0,0,14986.46926,0,0,0,0,0,0,None,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,utilitypv_class1_moderate_70_0_11,0.8,0,0,1,1,SE,5,0,0
SE_utilitypv_class1_moderate_70_0_2_6,1,0,0,0,0,0,1,0,1,1,0,0,0,1729874,-1,-1,0,0,0,47381.32094,0,0,14986.46926,0,0,0,0,0,0,None,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,utilitypv_class1_moderate_70_0_12,0.8,0,0,1,1,SE,6,0,0
SE_utilitypv_class1_moderate_70_0_2_7,1,0,0,0,0,0,1,0,1,1,0,0,0,618334,-1,-1,0,0,0,47381.32094,0,0,14986.46926,0,0,0,0,0,0,None,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,utilitypv_class1_moderate_70_0_13,0.8,0,0,1,1,SE,7,0,0
SE_utilitypv_class1_moderate_70_0_2_8,1,0,0,0,0,0,1,0,1,1,0,0,0,989513,-1,-1,0,0,0,47381.32094,0,0,14986.46926,0,0,0,0,0,0,None,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,utilitypv_class1_moderate_70_0_14,0.8,0,0,1,1,SE,8,0,0
MIDAT_utilitypv_class1_moderate_70_0_2_1,2,0,0,0,0,0,1,0,1,1,0,0,0,26783,-1,-1,0,0,0,48936.84261,0,0,14986.46926,0,0,0,0,0,0,None,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,utilitypv_class1_moderate_70_0_2,0,0.8,0,1,1,MIDAT,1,0,0
MIDAT_utilitypv_class1_moderate_70_0_2_2,2,0,0,0,0,0,1,0,1,1,0,0,0,288617,-1,-1,0,0,0,48936.84261,0,0,14986.46926,0,0,0,0,0,0,None,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,utilitypv_class1_moderate_70_0_2,0,0.8,0,1,1,MIDAT,2,0,0
MIDAT_utilitypv_class1_moderate_70_0_2_3,2,0,0,0,0,0,1,0,1,1,0,0,0,115699,-1,-1,0,0,0,48936.84261,0,0,14986.46926,0,0,0,0,0,0,None,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,utilitypv_class1_moderate_70_0_2,0,0.8,0,1,1,MIDAT,3,0,0
MIDAT_utilitypv_class1_moderate_70_0_2_4,2,0,0,0,0,0,1,0,1,1,0,0,0,996252,-1,-1,0,0,0,48936.84261,0,0,14986.46926,0,0,0,0,0,0,None,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,utilitypv_class1_moderate_70_0_2,0,0.8,0,1,1,MIDAT,4,0,0
