Time_Index,SE_CCGT-H2,MIDAT_CCGT-H2,NE_CCGT-H2,SE_OCGT-H2,MIDAT_OCGT-H2,NE_OCGT-H2
173,0.9,0.9,0.9,0.9,0.9,0.9
174,0.9,0.9,0.9,0.9,0.9,0.9
175,0.9,0.9,0.9,0.9,0.9,0.9
176,0.9,0.9,0.9,0.9,0.9,0.9
177,0.9,0.9,0.9,0.9,0.9,0.9
178,0.9,0.9,0.9,0.9,0.9,0.9
179,0.9,0.9,0.9,0.9,0.9,0.9
180,0.9,0.9,0.9,0.9,0.9,0.9
181,0.9,0.9,0.9,0.9,0.9,0.9
182,0.9,0.9,0.9,0.9,0.9,0.9
183,0.9,0.9,0.9,0.9,0.9,0.9
184,0.9,0.9,0.9,0.9,0.9,0.9
185,0.9,0.9,0.9,0.9,0.9,0.9
186,0.9,0.9,0.9,0.9,0.9,0.9
187,0.9,0.9,0.9,0.9,0.9,0.9
188,0.9,0.9,0.9,0.9,0.9,0.9
189,0.9,0.9,0.9,0.9,0.9,0.9
190,0.9,0.9,0.9,0.9,0.9,0.9
191,0.9,0.9,0.9,0.9,0.9,0.9
192,0.9,0.9,0.9,0.9,0.9,0.9
193,0.9,0.9,0.9,0.9,0.9,0.9
194,0.9,0.9,0.9,0.9,0.9,0.9
195,0.9,0.9,0.9,0.9,0.9,0.9
196,0.9,0.9,0.9,0.9,0.9,0.9
197,0.9,0.9,0.9,0.9,0.9,0.9
198,0.9,0.9,0.9,0.9,0.9,0.9
199,0.9,0.9,0.9,0.9,0.9,0.9
200,0.9,0.9,0.9,0.9,0.9,0.9
201,0.9,0.9,0.9,0.9,0.9,0.9
202,0.9,0.9,0.9,0.9,0.9,0.9
203,0.9,0.9,0.9,0.9,0.9,0.9
204,0.9,0.9,0.9,0.9,0.9,0.9
205,0.9,0.9,0.9,0.9,0.9,0.9
206,0.9,0.9,0.9,0.9,0.9,0.9
207,0.9,0.9,0.9,0.9,0.9,0.9
208,0.9,0.9,0.9,0.9,0.9,0.9
209,0.9,0.9,0.9,0.9,0.9,0.9
210,0.9,0.9,0.9,0.9,0.9,0.9
211,0.9,0.9,0.9,0.9,0.9,0.9
212,0.9,0.9,0.9,0.9,0.9,0.9
213,0.9,0.9,0.9,0.9,0.9,0.9
214,0.9,0.9,0.9,0.9,0.9,0.9
215,0.9,0.9,0.9,0.9,0.9,0.9
216,0.9,0.9,0.9,0.9,0.9,0.9
217,0.9,0.9,0.9,0.9,0.9,0.9
218,0.9,0.9,0.9,0.9,0.9,0.9
219,0.9,0.9,0.9,0.9,0.9,0.9
220,0.9,0.9,0.9,0.9,0.9,0.9
221,0.9,0.9,0.9,0.9,0.9,0.9
222,0.9,0.9,0.9,0.9,0.9,0.9
223,0.9,0.9,0.9,0.9,0.9,0.9
224,0.9,0.9,0.9,0.9,0.9,0.9
225,0.9,0.9,0.9,0.9,0.9,0.9
226,0.9,0.9,0.9,0.9,0.9,0.9
227,0.9,0.9,0.9,0.9,0.9,0.9
228,0.9,0.9,0.9,0.9,0.9,0.9
229,0.9,0.9,0.9,0.9,0.9,0.9
230,0.9,0.9,0.9,0.9,0.9,0.9
231,0.9,0.9,0.9,0.9,0.9,0.9
232,0.9,0.9,0.9,0.9,0.9,0.9
233,0.9,0.9,0.9,0.9,0.9,0.9
234,0.9,0.9,0.9,0.9,0.9,0.9
235,0.9,0.9,0.9,0.9,0.9,0.9
236,0.9,0.9,0.9,0.9,0.9,0.9
237,0.9,0.9,0.9,0.9,0.9,0.9
238,0.9,0.9,0.9,0.9,0.9,0.9
239,0.9,0.9,0.9,0.9,0.9,0.9
240,0.9,0.9,0.9,0.9,0.9,0.9
241,0.9,0.9,0.9,0.9,0.9,0.9
242,0.9,0.9,0.9,0.9,0.9,0.9
243,0.9,0.9,0.9,0.9,0.9,0.9
244,0.9,0.9,0.9,0.9,0.9,0.9
245,0.9,0.9,0.9,0.9,0.9,0.9
246,0.9,0.9,0.9,0.9,0.9,0.9
247,0.9,0.9,0.9,0.9,0.9,0.9
248,0.9,0.9,0.9,0.9,0.9,0.9
249,0.9,0.9,0.9,0.9,0.9,0.9
250,0.9,0.9,0.9,0.9,0.9,0.9
251,0.9,0.9,0.9,0.9,0.9,0.9
252,0.9,0.9,0.9,0.9,0.9,0.9
253,0.9,0.9,0.9,0.9,0.9,0.9
254,0.9,0.9,0.9,0.9,0.9,0.9
255,0.9,0.9,0.9,0.9,0.9,0.9
256,0.9,0.9,0.9,0.9,0.9,0.9
257,0.9,0.9,0.9,0.9,0.9,0.9
258,0.9,0.9,0.9,0.9,0.9,0.9
259,0.9,0.9,0.9,0.9,0.9,0.9
260,0.9,0.9,0.9,0.9,0.9,0.9
261,0.9,0.9,0.9,0.9,0.9,0.9
262,0.9,0.9,0.9,0.9,0.9,0.9
263,0.9,0.9,0.9,0.9,0.9,0.9
264,0.9,0.9,0.9,0.9,0.9,0.9
265,0.9,0.9,0.9,0.9,0.9,0.9
266,0.9,0.9,0.9,0.9,0.9,0.9
267,0.9,0.9,0.9,0.9,0.9,0.9
268,0.9,0.9,0.9,0.9,0.9,0.9
269,0.9,0.9,0.9,0.9,0.9,0.9
270,0.9,0.9,0.9,0.9,0.9,0.9
271,0.9,0.9,0.9,0.9,0.9,0.9
272,0.9,0.9,0.9,0.9,0.9,0.9
273,0.9,0.9,0.9,0.9,0.9,0.9
274,0.9,0.9,0.9,0.9,0.9,0.9
275,0.9,0.9,0.9,0.9,0.9,0.9
276,0.9,0.9,0.9,0.9,0.9,0.9
277,0.9,0.9,0.9,0.9,0.9,0.9
278,0.9,0.9,0.9,0.9,0.9,0.9
279,0.9,0.9,0.9,0.9,0.9,0.9
280,0.9,0.9,0.9,0.9,0.9,0.9
281,0.9,0.9,0.9,0.9,0.9,0.9
282,0.9,0.9,0.9,0.9,0.9,0.9
283,0.9,0.9,0.9,0.9,0.9,0.9
284,0.9,0.9,0.9,0.9,0.9,0.9
285,0.9,0.9,0.9,0.9,0.9,0.9
286,0.9,0.9,0.9,0.9,0.9,0.9
287,0.9,0.9,0.9,0.9,0.9,0.9
288,0.9,0.9,0.9,0.9,0.9,0.9
289,0.9,0.9,0.9,0.9,0.9,0.9
290,0.9,0.9,0.9,0.9,0.9,0.9
291,0.9,0.9,0.9,0.9,0.9,0.9
292,0.9,0.9,0.9,0.9,0.9,0.9
293,0.9,0.9,0.9,0.9,0.9,0.9
294,0.9,0.9,0.9,0.9,0.9,0.9
295,0.9,0.9,0.9,0.9,0.9,0.9
296,0.9,0.9,0.9,0.9,0.9,0.9
297,0.9,0.9,0.9,0.9,0.9,0.9
298,0.9,0.9,0.9,0.9,0.9,0.9
299,0.9,0.9,0.9,0.9,0.9,0.9
300,0.9,0.9,0.9,0.9,0.9,0.9
301,0.9,0.9,0.9,0.9,0.9,0.9
302,0.9,0.9,0.9,0.9,0.9,0.9
303,0.9,0.9,0.9,0.9,0.9,0.9
304,0.9,0.9,0.9,0.9,0.9,0.9
305,0.9,0.9,0.9,0.9,0.9,0.9
306,0.9,0.9,0.9,0.9,0.9,0.9
307,0.9,0.9,0.9,0.9,0.9,0.9
308,0.9,0.9,0.9,0.9,0.9,0.9
309,0.9,0.9,0.9,0.9,0.9,0.9
310,0.9,0.9,0.9,0.9,0.9,0.9
311,0.9,0.9,0.9,0.9,0.9,0.9
312,0.9,0.9,0.9,0.9,0.9,0.9
313,0.9,0.9,0.9,0.9,0.9,0.9
314,0.9,0.9,0.9,0.9,0.9,0.9
315,0.9,0.9,0.9,0.9,0.9,0.9
316,0.9,0.9,0.9,0.9,0.9,0.9
317,0.9,0.9,0.9,0.9,0.9,0.9
318,0.9,0.9,0.9,0.9,0.9,0.9
319,0.9,0.9,0.9,0.9,0.9,0.9
320,0.9,0.9,0.9,0.9,0.9,0.9
321,0.9,0.9,0.9,0.9,0.9,0.9
322,0.9,0.9,0.9,0.9,0.9,0.9
323,0.9,0.9,0.9,0.9,0.9,0.9
324,0.9,0.9,0.9,0.9,0.9,0.9
325,0.9,0.9,0.9,0.9,0.9,0.9
326,0.9,0.9,0.9,0.9,0.9,0.9
327,0.9,0.9,0.9,0.9,0.9,0.9
328,0.9,0.9,0.9,0.9,0.9,0.9
329,0.9,0.9,0.9,0.9,0.9,0.9
330,0.9,0.9,0.9,0.9,0.9,0.9
331,0.9,0.9,0.9,0.9,0.9,0.9
332,0.9,0.9,0.9,0.9,0.9,0.9
333,0.9,0.9,0.9,0.9,0.9,0.9
334,0.9,0.9,0.9,0.9,0.9,0.9
335,0.9,0.9,0.9,0.9,0.9,0.9
336,0.9,0.9,0.9,0.9,0.9,0.9
337,0.9,0.9,0.9,0.9,0.9,0.9
338,0.9,0.9,0.9,0.9,0.9,0.9
339,0.9,0.9,0.9,0.9,0.9,0.9
340,0.9,0.9,0.9,0.9,0.9,0.9
341,0.9,0.9,0.9,0.9,0.9,0.9
342,0.9,0.9,0.9,0.9,0.9,0.9
343,0.9,0.9,0.9,0.9,0.9,0.9
344,0.9,0.9,0.9,0.9,0.9,0.9
345,0.9,0.9,0.9,0.9,0.9,0.9
346,0.9,0.9,0.9,0.9,0.9,0.9
347,0.9,0.9,0.9,0.9,0.9,0.9
348,0.9,0.9,0.9,0.9,0.9,0.9
349,0.9,0.9,0.9,0.9,0.9,0.9
350,0.9,0.9,0.9,0.9,0.9,0.9
351,0.9,0.9,0.9,0.9,0.9,0.9
352,0.9,0.9,0.9,0.9,0.9,0.9
353,0.9,0.9,0.9,0.9,0.9,0.9
354,0.9,0.9,0.9,0.9,0.9,0.9
355,0.9,0.9,0.9,0.9,0.9,0.9
356,0.9,0.9,0.9,0.9,0.9,0.9
357,0.9,0.9,0.9,0.9,0.9,0.9
358,0.9,0.9,0.9,0.9,0.9,0.9
359,0.9,0.9,0.9,0.9,0.9,0.9
360,0.9,0.9,0.9,0.9,0.9,0.9
361,0.9,0.9,0.9,0.9,0.9,0.9
362,0.9,0.9,0.9,0.9,0.9,0.9
363,0.9,0.9,0.9,0.9,0.9,0.9
364,0.9,0.9,0.9,0.9,0.9,0.9
365,0.9,0.9,0.9,0.9,0.9,0.9
366,0.9,0.9,0.9,0.9,0.9,0.9
367,0.9,0.9,0.9,0.9,0.9,0.9
368,0.9,0.9,0.9,0.9,0.9,0.9
369,0.9,0.9,0.9,0.9,0.9,0.9
370,0.9,0.9,0.9,0.9,0.9,0.9
371,0.9,0.9,0.9,0.9,0.9,0.9
372,0.9,0.9,0.9,0.9,0.9,0.9
373,0.9,0.9,0.9,0.9,0.9,0.9
374,0.9,0.9,0.9,0.9,0.9,0.9
375,0.9,0.9,0.9,0.9,0.9,0.9
376,0.9,0.9,0.9,0.9,0.9,0.9
377,0.9,0.9,0.9,0.9,0.9,0.9
378,0.9,0.9,0.9,0.9,0.9,0.9
379,0.9,0.9,0.9,0.9,0.9,0.9
380,0.9,0.9,0.9,0.9,0.9,0.9
381,0.9,0.9,0.9,0.9,0.9,0.9
382,0.9,0.9,0.9,0.9,0.9,0.9
383,0.9,0.9,0.9,0.9,0.9,0.9
384,0.9,0.9,0.9,0.9,0.9,0.9
385,0.9,0.9,0.9,0.9,0.9,0.9
386,0.9,0.9,0.9,0.9,0.9,0.9
387,0.9,0.9,0.9,0.9,0.9,0.9
388,0.9,0.9,0.9,0.9,0.9,0.9
389,0.9,0.9,0.9,0.9,0.9,0.9
390,0.9,0.9,0.9,0.9,0.9,0.9
391,0.9,0.9,0.9,0.9,0.9,0.9
392,0.9,0.9,0.9,0.9,0.9,0.9
393,0.9,0.9,0.9,0.9,0.9,0.9
394,0.9,0.9,0.9,0.9,0.9,0.9
395,0.9,0.9,0.9,0.9,0.9,0.9
396,0.9,0.9,0.9,0.9,0.9,0.9
397,0.9,0.9,0.9,0.9,0.9,0.9
398,0.9,0.9,0.9,0.9,0.9,0.9
399,0.9,0.9,0.9,0.9,0.9,0.9
400,0.9,0.9,0.9,0.9,0.9,0.9
401,0.9,0.9,0.9,0.9,0.9,0.9
402,0.9,0.9,0.9,0.9,0.9,0.9
403,0.9,0.9,0.9,0.9,0.9,0.9
404,0.9,0.9,0.9,0.9,0.9,0.9
405,0.9,0.9,0.9,0.9,0.9,0.9
406,0.9,0.9,0.9,0.9,0.9,0.9
407,0.9,0.9,0.9,0.9,0.9,0.9
408,0.9,0.9,0.9,0.9,0.9,0.9
409,0.9,0.9,0.9,0.9,0.9,0.9
410,0.9,0.9,0.9,0.9,0.9,0.9
411,0.9,0.9,0.9,0.9,0.9,0.9
412,0.9,0.9,0.9,0.9,0.9,0.9
413,0.9,0.9,0.9,0.9,0.9,0.9
414,0.9,0.9,0.9,0.9,0.9,0.9
415,0.9,0.9,0.9,0.9,0.9,0.9
416,0.9,0.9,0.9,0.9,0.9,0.9
417,0.9,0.9,0.9,0.9,0.9,0.9
418,0.9,0.9,0.9,0.9,0.9,0.9
419,0.9,0.9,0.9,0.9,0.9,0.9
420,0.9,0.9,0.9,0.9,0.9,0.9
421,0.9,0.9,0.9,0.9,0.9,0.9
422,0.9,0.9,0.9,0.9,0.9,0.9
423,0.9,0.9,0.9,0.9,0.9,0.9
424,0.9,0.9,0.9,0.9,0.9,0.9
425,0.9,0.9,0.9,0.9,0.9,0.9
426,0.9,0.9,0.9,0.9,0.9,0.9
427,0.9,0.9,0.9,0.9,0.9,0.9
428,0.9,0.9,0.9,0.9,0.9,0.9
429,0.9,0.9,0.9,0.9,0.9,0.9
430,0.9,0.9,0.9,0.9,0.9,0.9
431,0.9,0.9,0.9,0.9,0.9,0.9
432,0.9,0.9,0.9,0.9,0.9,0.9
433,0.9,0.9,0.9,0.9,0.9,0.9
434,0.9,0.9,0.9,0.9,0.9,0.9
435,0.9,0.9,0.9,0.9,0.9,0.9
436,0.9,0.9,0.9,0.9,0.9,0.9
437,0.9,0.9,0.9,0.9,0.9,0.9
438,0.9,0.9,0.9,0.9,0.9,0.9
439,0.9,0.9,0.9,0.9,0.9,0.9
440,0.9,0.9,0.9,0.9,0.9,0.9
441,0.9,0.9,0.9,0.9,0.9,0.9
442,0.9,0.9,0.9,0.9,0.9,0.9
443,0.9,0.9,0.9,0.9,0.9,0.9
444,0.9,0.9,0.9,0.9,0.9,0.9
445,0.9,0.9,0.9,0.9,0.9,0.9
446,0.9,0.9,0.9,0.9,0.9,0.9
447,0.9,0.9,0.9,0.9,0.9,0.9
448,0.9,0.9,0.9,0.9,0.9,0.9
449,0.9,0.9,0.9,0.9,0.9,0.9
450,0.9,0.9,0.9,0.9,0.9,0.9
451,0.9,0.9,0.9,0.9,0.9,0.9
452,0.9,0.9,0.9,0.9,0.9,0.9
453,0.9,0.9,0.9,0.9,0.9,0.9
454,0.9,0.9,0.9,0.9,0.9,0.9
455,0.9,0.9,0.9,0.9,0.9,0.9
456,0.9,0.9,0.9,0.9,0.9,0.9
457,0.9,0.9,0.9,0.9,0.9,0.9
458,0.9,0.9,0.9,0.9,0.9,0.9
459,0.9,0.9,0.9,0.9,0.9,0.9
460,0.9,0.9,0.9,0.9,0.9,0.9
461,0.9,0.9,0.9,0.9,0.9,0.9
462,0.9,0.9,0.9,0.9,0.9,0.9
463,0.9,0.9,0.9,0.9,0.9,0.9
464,0.9,0.9,0.9,0.9,0.9,0.9
465,0.9,0.9,0.9,0.9,0.9,0.9
466,0.9,0.9,0.9,0.9,0.9,0.9
467,0.9,0.9,0.9,0.9,0.9,0.9
468,0.9,0.9,0.9,0.9,0.9,0.9
469,0.9,0.9,0.9,0.9,0.9,0.9
470,0.9,0.9,0.9,0.9,0.9,0.9
471,0.9,0.9,0.9,0.9,0.9,0.9
472,0.9,0.9,0.9,0.9,0.9,0.9
473,0.9,0.9,0.9,0.9,0.9,0.9
474,0.9,0.9,0.9,0.9,0.9,0.9
475,0.9,0.9,0.9,0.9,0.9,0.9
476,0.9,0.9,0.9,0.9,0.9,0.9
477,0.9,0.9,0.9,0.9,0.9,0.9
478,0.9,0.9,0.9,0.9,0.9,0.9
479,0.9,0.9,0.9,0.9,0.9,0.9
480,0.9,0.9,0.9,0.9,0.9,0.9
481,0.9,0.9,0.9,0.9,0.9,0.9
482,0.9,0.9,0.9,0.9,0.9,0.9
483,0.9,0.9,0.9,0.9,0.9,0.9
484,0.9,0.9,0.9,0.9,0.9,0.9
485,0.9,0.9,0.9,0.9,0.9,0.9
486,0.9,0.9,0.9,0.9,0.9,0.9
487,0.9,0.9,0.9,0.9,0.9,0.9
488,0.9,0.9,0.9,0.9,0.9,0.9
489,0.9,0.9,0.9,0.9,0.9,0.9
490,0.9,0.9,0.9,0.9,0.9,0.9
491,0.9,0.9,0.9,0.9,0.9,0.9
492,0.9,0.9,0.9,0.9,0.9,0.9
493,0.9,0.9,0.9,0.9,0.9,0.9
494,0.9,0.9,0.9,0.9,0.9,0.9
495,0.9,0.9,0.9,0.9,0.9,0.9
496,0.9,0.9,0.9,0.9,0.9,0.9
497,0.9,0.9,0.9,0.9,0.9,0.9
498,0.9,0.9,0.9,0.9,0.9,0.9
499,0.9,0.9,0.9,0.9,0.9,0.9
500,0.9,0.9,0.9,0.9,0.9,0.9
501,0.9,0.9,0.9,0.9,0.9,0.9
502,0.9,0.9,0.9,0.9,0.9,0.9
503,0.9,0.9,0.9,0.9,0.9,0.9
504,0.9,0.9,0.9,0.9,0.9,0.9
505,0.9,0.9,0.9,0.9,0.9,0.9
506,0.9,0.9,0.9,0.9,0.9,0.9
507,0.9,0.9,0.9,0.9,0.9,0.9
508,0.9,0.9,0.9,0.9,0.9,0.9
509,0.9,0.9,0.9,0.9,0.9,0.9
510,0.9,0.9,0.9,0.9,0.9,0.9
511,0.9,0.9,0.9,0.9,0.9,0.9
512,0.9,0.9,0.9,0.9,0.9,0.9
513,0.9,0.9,0.9,0.9,0.9,0.9
514,0.9,0.9,0.9,0.9,0.9,0.9
515,0.9,0.9,0.9,0.9,0.9,0.9
516,0.9,0.9,0.9,0.9,0.9,0.9
517,0.9,0.9,0.9,0.9,0.9,0.9
518,0.9,0.9,0.9,0.9,0.9,0.9
519,0.9,0.9,0.9,0.9,0.9,0.9
520,0.9,0.9,0.9,0.9,0.9,0.9
521,0.9,0.9,0.9,0.9,0.9,0.9
522,0.9,0.9,0.9,0.9,0.9,0.9
523,0.9,0.9,0.9,0.9,0.9,0.9
524,0.9,0.9,0.9,0.9,0.9,0.9
525,0.9,0.9,0.9,0.9,0.9,0.9
526,0.9,0.9,0.9,0.9,0.9,0.9
527,0.9,0.9,0.9,0.9,0.9,0.9
528,0.9,0.9,0.9,0.9,0.9,0.9
529,0.9,0.9,0.9,0.9,0.9,0.9
530,0.9,0.9,0.9,0.9,0.9,0.9
531,0.9,0.9,0.9,0.9,0.9,0.9
532,0.9,0.9,0.9,0.9,0.9,0.9
